date,new_confirmed,category_value,category_label,,Tweet
24-09-2019,0,0,No change on the spread of COVID19,10-09-2019, RT GetCyberSafe You dont need to fight crime to have a cool alias Get creative with your username and protect your privacy  RT GovCanHealth DYK there are steps to follow to make sure your well water is safe during and after an emergency Its TriviaTuesday Which parts of Canada are most likely to experience a Tornado RT rcmpgrcpolice Every police officer will face stress at some point in their career Learn more about a resilience program and technolog RT PBCCLCC If you are a victim of crime and want to receive information or participate in the parole process for the offender who harmed RT GovCanHealth Extreme weather and power outages can cause damage to your food Discard thawed food that has been at room temperature fo Mins Goodale Jordan and CanadianForces MND Sajjan visit Herring Cove Halifax to see recovery efforts in progress and demonstrate their support for first responders repair crews and Maritimers  RT csecst The secret is out We have partnered with EscapeManor Ottawa to create The Recruit A CSEthemed escape room  Are you up RT redcrosscanada Know what to look for and how to get help Tips and resources for coping with crisis   WSPD h RT JTFAFOIA Prime Minister Justin Trudeau  Public Safety Minister Ralph Goodale and NationalDefence Minister Harjit Sajjan are visitin A top priority for Canadas Emergency Management Strategy is to improve the level of preparedness when it comes to disasters  Submit your ideas to help vulnerable Canadians Were accepting applications until Oct 10   Mins Goodale Sajjan and Jordan thank first responders and repair crews who have been working around the clock and send strength to those affected by HurricaneDorian  After Dorian Min Goodale and MND Sajjan visit Halifax to oversee relief efforts with CanadianForces and coordinate with provincial partners  RT GovCanHealth Talking openly and responsibly about suicide and suicideprevention can help make a difference Learn how you can help  RT ArmyComd Proud to see CanadianArmy soldiers on OpLENTUS assisting communities in Atlantic Canada after hurricane Dorian As Nova S RT GovCanHealth PowerOut A freezer that is halffull will keep food frozen for about 24 hrs Get more emergency FoodSafety tips  http RT GovCanHealth Before you start your cleanup after the passage of Hurricane Dorian make sure to read the following recommendationshtt RT CommrRCMPGRC Asking for help is hard but I encourage anyone who is struggling to reach out  through your personal support networks RT OPPNews 671 charges laid on 241 persons linked with OutlawMotorcycleGangs including murder kidnapping assault and firearms in Cana RT GACCorporate Every 40 seconds someone from around the  dies from suicide For World Suicide Prevention Day lets raise awareness a RT PrivacyPrivee Spam isnt just annoying it can also pose a real threat to your privacyCheck out our presentation for tips on reduci Make sure you follow nsgov amp PEIPublicSafety for information on returning after Dorian evacuations
25-09-2019,0,0,No change on the spread of COVID19,11-09-2019, Prime Minister Justin Trudeaus statement on the anniversary of 911 and the National Day of Service  Prime Minister Justin Trudeaus statement on the results of the provincial election in Manitoba  Typically Tornadoes are most likely to strike in SouthWestern Ontario and the Southern Prairies Canada probably gets more tornadoes than any other country with the exception of the United States GetPrepared for tornado season today   RT JTFAFOIA Take a look at 5DivSoldiers during CFOperations OpLENTUS Members from 36 amp 37 Canadian Brigade Group 5 CDSG amp CCSB work RT rcmpgrcpolice The RCMP offers an exceptional career letting you make a real difference in your community and your country A uniform RT nsemo For a list of comfort centres visit    Thanks to all the first responders and repair crews working tirelessly to help with Hurricane Dorian  Today we remember the innocent lives lost to senseless acts of violence We honour all first responders who courageously put their lives at risk every day to keep us safe NeverForget 911Anniversary  RT PEIPublicSafety Use portable generators outdoors only and at least 5 feet from the buildingAlways refuel generator outside amp allow to
26-09-2019,0,0,No change on the spread of COVID19,12-09-2019, RT PBCCLCC Watch the How to Apply for a Record Suspension video tutorial as you fill in your application for stepbystep instruction RT PrivacyPrivee When gaming remember to safeguard your online profiles as they can often contain financial details On this VideoGame RT rcmpgrcpolice Three more Canadian police officers arrived in Mali  These officers from the sureteduquebec and SPVM will work wi RT rcmpgrcpolice A project targeting opioids is one way the BCRCMP Vernon North Okanagan detachment is serving the community Read how t RT PrivacyPrivee Remember when in doubt dont give it out If someone requests your personal info ask how it will be used why it is n RT JTFAFOIA Members of 4th Artillery Regiment GS and 36 Canadian Brigade Group are assisting nspowerinc amp nsemo in Sydney Nova Scot RT Transportgc At any age if you want to operate a boat for fun you need a Pleasure Craft Operator Card PCOC On NationalDayOfEnco
27-09-2019,0,0,No change on the spread of COVID19,13-09-2019, RT CitImmCanada Our Help Centre has answers to more than 1000 of the most common questions we receive More information  RT JTFAFOIA CanadianArmy members from 4ESR and 36 amp 37 Canadian Brigade Group have been operating in the western half of Nova Scotia as RT Transportgc Drowsy driving  is dangerous and can have fatal consequences Make sure you are rested before getting behind the wheel
28-09-2019,0,0,No change on the spread of COVID19,14-09-2019, In the case of a Tornado  Get close to the ground  Find the nearest solid shelter Keep your distanceMore SafetyTips  
30-09-2019,0,0,No change on the spread of COVID19,15-09-2019,
01-10-2019,0,0,No change on the spread of COVID19,16-09-2019, RT GetCyberSafe Public WiFi can be risky If you use it often think about getting a VPN virtual private network  a secure independe RT 5CdnDiv As an operational unit CanadianArmy 4ESR has integral support assets Every time they deployed on Domestic CFOperations th RT CFOperations Were proud to help Canadians when they need us most Even though our support to nsemo has reached completion we alwa RT PBCCLCC If you are applying for a record suspension for multiple convictions including simple possession of cannabis read the follo Are you the victim of a crime Find out more about your rights and how you can be helped  
02-10-2019,0,0,No change on the spread of COVID19,17-09-2019, Its TriviaTuesday Which item is essential  to include in your EmergencyKit As part of CanadasEmergency Management Strategy the Emergency Management Public Awareness Contribution Program was created to increase the level of preparedness of vulnerable Canadians to natural hazards Apply for funding by Oct 10    DYK SARNIF funds new and ongoing projects up to 76M every year Individuals and groups should apply before the Sept 27 deadline  SearchAndRescue 
03-10-2019,0,0,No change on the spread of COVID19,18-09-2019, RT PrivacyPrivee Announcement OPC publishes advice for Canadians on how to respond to a breach notification  htt 1  Can no longer use hunting fishing boating licenses to travel2  Gender no longer required  on ID NEW changes to ID requirements for air travel in Canada start today   check it out  RT CFOperations Nova Scotia we heard your call Were proud to have supported local emergency crews with their response in the afterma RT CRTCeng WednesdayWisdom Illegitimate telemarketers may change their Caller ID also known as ID spoofing to misrepresent themselves RT Transportgc DYK cannabis can affect your motor and driving skills DontDriveHigh  its dangerous and can be deadly To learn more
04-10-2019,0,0,No change on the spread of COVID19,19-09-2019, RT Transportgc Every second counts during an emergency evacuation  Remember to follow instructions from cabin crew and leave your carry DYK about the Crime Prevention Inventory Learn more about the many programs across Canada helping to make communities safer   emjayuu70 TravelGoC Identification is only checked at the boarding gate for anyone who looks 18 years old or older Does your organization have an idea that will better inform and equip vulnerable populations to cope in the event of a natural disaster Apply by Oct 10 for funding under the Emergency Management Public Awareness Contribution Program   Pack smart and bring Soap In a pinch it can also be used as disinfectant and shampoo Learn more about what to pack in your EmergencyKit  Tightlines38 Yes  firearms licenses are still accepted
05-10-2019,0,0,No change on the spread of COVID19,20-09-2019, RT GetCyberSafe The countdown is on Theres just 10 days left until our favourite time of the year Cyber Security Awareness MonthWha Its FollowFriday Go follow PBCCLCC to learn more about parole and its role in contributing to public safety    The word mitigation means to eliminate or reduce the impacts and risks of hazards through proactive measures taken before an emergency or disaster occurs Find out more about how we help mitigate disasters   RT OFOVC DYK that victims of crime have access to restorative justice opportunities Visit the link to learn more 
06-10-2019,0,0,No change on the spread of COVID19,21-09-2019, Do you know what travel documents you need to bring on a domestic flight Here are a few examples of valid government issued ID PassportCitizenship cardPermanent resident cardDrivers licenseProvincial health cardMore info   
07-10-2019,0,0,No change on the spread of COVID19,22-09-2019, This years SARNIF priorities include SAR in Indigenous communities If you have a proposal dont delay apply today The deadline is Sept 27  ThatOthersMayLive  Do you know what to do if an evacuation is ordered or recommended Make sure to have your Emergency kit Emergency plan Cell phones Medications PetsGetPrepared More on evacuations    
08-10-2019,0,0,No change on the spread of COVID19,23-09-2019, Wondering whats next after graduation Visit us tomorrow in Halifax at HfxCareerFair to learn more about opportunities with us More info Cant make it  GCJobs  Make sure you are prepared for natural hazards this fall Find out more   Some populations are more vulnerable to disaster and no one should be left behind  If you have an idea on how to better educate Canadians on disaster risk apply now     RT PBCCLCC Parole  What is it Who is responsible for it How does it work Learn about parole and the important role it plays in contr
09-10-2019,0,0,No change on the spread of COVID19,24-09-2019, RT PrivacyPrivee Phishing is a scam that lures you to websites that look legitimate to get you to provide personal info Our presentation RT PBCCLCC Applying for a Cannabis Record Suspension Make sure you review the checklist in the Application Guide before you submit your OnThisDay in 1999 Vancouver suffered a thunderstorm that left 100K houses without power Make sure youre prepared in case of a power outage   Its TriviaTuesday When would the contents of a package be considered suspicious When it contains The National SAR Program has 2 objectives Prevention and Response In line with these is the SearchandRescue New Initiatives Fund SARNIF Apply today  ThatOthersMayLive  Interested in careers but busy tomorrow Visit  GCJobs Come by to see us in Ottawa tomorrow uOttawa Career Fair to discover exciting career opportunities with us For more info visit   RT Transportgc With nearly 41711 kilometres of track across the country and approximately 14000 public and 9000 private grade crossi
10-10-2019,0,0,No change on the spread of COVID19,25-09-2019, RT CSCSCCen Please note that there have been recent reports of fraudulent phone calls that appear to be from CSC If you have received All of the above Now that you can identify the contents of a suspicious package learn what to do if you encounter one   RT PBCCLCC The VictimsPortal provides 247 access to information anytime anywhere for VictimsofCrime Learn more here including how RT GetCyberSafe Get ready Canada October is Cyber Security Awareness Month Turn on GetCyberSafe account notifications so you dont ATTN Canadian outdoorlife sports fans  You can no longer use your hunting  fishing  boating licenses as ID to travel in Canada Learn more   
11-10-2019,0,0,No change on the spread of COVID19,26-09-2019, Statement by the Prime Minister on the death of former French President Jacques Chirac  This years SARNIF call for proposals ends this week  please submit your proposals by Sept 27   SearchAndRescue ThatOthersMayLive  DYK that were hiring If you want to help build a better Canada apply today   RT CanRevAgency Scam alert We will never threaten you or use aggressive language Protect yourself by learning how to recognize scams
12-10-2019,0,0,No change on the spread of COVID19,27-09-2019, Its FollowFriday If you want to find out more about border security and what you can bring into and out of Canada follow CanBorder  Going somewhere this weekend DYK when children under 18 travel across borders written permission from both parents is recommended More info    Not able to attend Our job info can also be found at  Discover meaningful careers in public safety Visit us at the Experience Your Life Expo in Mississauga this Saturday for more information on how you can join our team For more details   RT CanBorder Happy WorldTourismDay CBSA is always here to WelcomeHome Canadians and greet visitors and newcomers to our great coun RT AdventureSmart Pack it up pack it in let World Tourism Day begin Whether exploring your own neck of the woods on a staycation or v
15-10-2019,0,0,No change on the spread of COVID19,28-09-2019, The National Public Alerting System NPAS provides emergency organizations with a way to rapidly warn the public of hazards Learn more 
16-10-2019,0,0,No change on the spread of COVID19,30-09-2019, RT GovCanHealth We can all make a difference and prevent suicide Learn how you can help endthestigma with a simple change of words ht RT CanBorder We recognize the vital role that female officers play in protecting communities amp the  borderThe Future Women in LawEn RT rcmpgrcpolice Today we wear orange in honour of the thousands of Indigenous children who were sent to Canadian residential schools A DYK that a passport is the only reliable and universally accepted form of ID It proves you have the right to return to Canada Find out more about TravelDocuments here   RT CanBorder DYK that transporting CBDOil across the border remains illegal Transporting any form of cannabis across the border witho
17-10-2019,0,0,No change on the spread of COVID19,01-10-2019, RT VeteransENGCA October is Womens History Month we salute the many Canadian women who have served in uniform over the years CanadaR RT redcrosscanada A reminder for our friends in Ontario today   RT GetCyberSafe The bad news Cyber attacks are an evolving threat to governments organizations and everyday people Theyre designed RT TravelGoC Taking cannabis across international borders is illegal  including all products containing cannabis Marijuana   RT PBCCLCC Applying for a Cannabis record suspension Make sure your application is complete by checking out these useful tips on how to DYK that during a power outage you should unplug appliances and electronics You should also turn off lights and lower the thermostat to prevent a power surge when the power is restored   RT GetCyberSafe October is Cyber Security Awareness Month Follow us all month long as we share tips for staying secure online This week RT CRTCeng Its National Seniors Day Take the time today to check if your family members are aware of signs of potential frauds and sca RT Transportgc Travelling on InternationalCoffeeDay  Be sure to finish your cup of joe before you reach the security screening checkp RT GovCanHealth This NationalSeniorsDay thank the seniors in your life for their important contributions to their families communitie
18-10-2019,0,0,No change on the spread of COVID19,02-10-2019, Thanks to everyone who applied for SARNIF this year If you didnt submit for 20202021 its not too early to start thinking about next year  SearchAndRescueThatOthersMayLive  RT redcrosscanada  BeReady for fall storms and tornadoes Make an emergency plan with your familyHave an emergency kit ready RT PrivacyPrivee Do you run a business Remember that businesses must generally obtain meaningful consent from customers to collect use RT GetCyberSafe Youre probably wondering what cybersecurity and song parodies have in common Cyber threat actors spend a LOT of time RT CanRevAgency Were you contacted about a tax debt by someone claiming to be us If you think it might be a scam contact us or check th Do you know what to do in case you have to evacuate during a power outage Turn off the breaker  Turn off the water main  Drain the water from your plumbing system To learn more  
22-10-2019,0,0,No change on the spread of COVID19,03-10-2019, RT redcrosscanada When a natural disaster strikes you cant always depend on cell phones for communicationHeres how an amateur radio RT TravelGoC Its hurricane season   If you choose a destination where hurricanes are common sign up with us to get all the informatio Time is running out One week left to get your applications for project funding through the Emergency Management Public Awareness Contribution Program Apply by Oct 10   Cyberbullying is serious and hurtful If you or someone close to you is being victimized here are ways to get help   RT GetCyberSafe A3 Cyber threat actors can also manipulate social media in order to influence public discourse With an understanding of RT CanBorder ScamAlert The CBSA will never call you demanding for your SIN If you receive a 1800 call from us  Its a scam http
23-10-2019,0,0,No change on the spread of COVID19,04-10-2019, Statement by the Prime Minister on the death of John Buchanan  Weve accepted the TetrisChallenge Here is one of our EmergencyKits Reply to us with a picture of what you have on your kit    Stay in the know this FollowFriday Follow cybercentreca and GetCyberSafe to find out more about how you can stay safe on electronic devices October is CSAM check them out for cyber security guidance and weekly challenges  Booking flights for thanksgiving Make sure your ID for travelling in Canada is up to date Learn about changes here  
24-10-2019,0,0,No change on the spread of COVID19,05-10-2019, If youre taking a road trip this Fall or just adjusting to shorter days make sure to take breaks so you can stay alert behind the wheel Maybe even get a  PumpkinSpiceLatte ArriveAlive 
25-10-2019,0,0,No change on the spread of COVID19,06-10-2019, In case of a power outage make sure you know how to safely operate a generator Follow manufacturers instructions Use outdoors in a wellventilated area Connect appliances directly to the generatorLearn more    Today marks the beginning of FirePreventionWeek This years theme is NotEveryHeroWearsACape  Plan amp Practice Your Escape Protect yourself amp your family by checking your home for fire hazards amp learning 2 ways out of every room  
26-10-2019,0,0,No change on the spread of COVID19,07-10-2019, RT TravelGoC It is illegal  to travel internationally with any amount of cannabis in any form Marijuana knowbeforeyougo  RT CSCSCCen Today marks one year since the passing of Lesa Zoerb an Older Sister at Okimaw Ohci Healing Lodge while in the line of du As a leader in emergency preparedness Public Safety will be raising employee awareness about armed intruders through a simulation and lockdown drill RT csiscanada CSIS recruiters will be joining federal security colleagues incl rcmpgrcpolice CanBorder SafetyCanada csecst Cana Inspired by WorldDayofBullyingPrevention Tell us how you will stand up to bullying and spread kindness Bullying is wrong whether its IRL or virtual Heres how to make it right and potentially save a life WorldDayofBullyingPrevention EndBullying
27-10-2019,0,0,No change on the spread of COVID19,08-10-2019, Its TriviaTuesday Do you know what to do in case a wildfire approaches your home Fire can happen without warning  this FirePreventionWeek take the time to plan amp practice your escape Identify 2 ways to safely exit every room Plan a meeting point Practice  Travelling this weekend Learn about changes to flight ID requirements here travelTuesday traveltips Canada  RT rcmpgrcpolice Fighting online child exploitation stopping highrisk sex offenders and working internationally to find victims are jus TriviaTuesday True or false  most firerelated deaths occur at night FirePreventionWeek RT GetCyberSafe Its not hard for a cyber threat actor to pose as a government agency familiar organization or even someone you knowF
28-10-2019,0,0,No change on the spread of COVID19,09-10-2019, If you guessed all of the above youre correct Find out more about what you can do to GetPrepared for a wildfire   RT GetCyberSafe Does your business use the Internet                                             Yes                 No You may only have minutes to safely escape in a fire Preparing in advance will save you crucial time that could be critical in getting out safely This FirePreventionWeek practice escape plans with your family amp coworkers  The correct answer is True  most firerelated deaths happen at night while were sleeping This FirePreventionWeek take the time to test your smoke alarms amp identify at least 2 exits from each room so you can escape safely no matter the  RT Transportgc CanadianBeerDay  may not be a national day in Canada  but if you plan on celebrating today make sure to arrange a
