date,new_confirmed,category_value,category_label,Tweet_date,Tweet,TweetCluster
09-05-2020,1268,-244,Decrease the spread of COVID19,08-05-2020, RT canadabusiness ICYMI heres your update on COVID19 supports New Business Benefits FinderAdditional support for s farmers RT ISEDCA The GoC is paving the path to economic recovery from COVID19 by establishing a new Industry Strategy Council that will guide RT CdnHeritage Find out how we are supporting cultural heritage and sport organizations during COVID19More  h Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Yesterday Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read about their discussion  Most key indicators used to track COVID19 such as the percentage of deaths attributed to pneumonia influenza or COVID19 fell from the prior week CDC will continue to monitor closely in the coming weeks See COVIDView report   Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   Access the COVID19 Management Assessment and Response CMAR tool here  Stopping COVID19 spread in correctionaldetention facilities is challenging CDCMMWR report describes a tool used in Louisiana to assess needs and guide strategies to protect incarcerateddetained people from COVID19 Learn more   New Video We all have a role to play to reduce and slow the spread of COVID19 Keeping 6 feet of physical distance between yourself and others is an essential step Watch to learn more   RT NIOSH Are you a small business owner CDCgovs new factsheet can help you prepare your business for disruption during the COVID19 ou Wellchild visits and vaccinations may have been delayed during COVID19 stayathome guidance New data show decreases in ordering amp administering of essential lifesaving childhood vaccines during the first four months of 2020 Learn more in CDCMMWR   Wear a cloth face covering to help slow the spread of COVID19 Learn more about these coverings and how you can make one   RT CSCSCCen We all have a role to play in preventing the spread of COVID19 A series of vital public health measures can help protect RT rcmpgrcpolice The RCMP is dedicated to preventing the spread of COVID19 We urge boaters to stay safe Marine travel between  a RT CPHOCanada We know some populations are significantly and disproportionately impacted by COVID19 Updated guidance for people with d Dont fall for COVID19 scams Remember to only follow official sources like CPHOCanada and GovCanHealth to obtain information  As we continue the fight against COVID19 spread we know that we remain at risk of other disasters incl flooding storms amp wildfires Stay informed amp vigilant by learning more about the risks in your region EPWeek2020   ,2
10-05-2020,1146,-122,Decrease the spread of COVID19,09-05-2020, For the past few weeks the Government of Canada has been focused on getting people the help they need as quickly as possible Today Prime Minister Justin Trudeau highlighted some of the latest measures to support Canadians during the COVID19 pandemic  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  We know COVID19 is causing anxiety for many of us BeKindToYourMind during these challenging times CDC and Google are partnering to share reliable trusted information about ways to cope with stress Learn more   RT NIOSH Grocery and food retail workers may be at risk for exposure to COVID19 CDCgovs new fact sheet provides steps and everyday ac New laboratory guidance can help statelocal health depts medical examiners amp coroners collecting autopsy specimens for COVID19 testing Accurate determination of cause of death in deceased patients is critical in state and national data analysis   As we close EPWeek2020 we want to thank Canadians for continuing to do their part to fight COVID19 spread and help build safer more resilient communities StayHomeSaveLives  ,1
11-05-2020,1133,-13,Decrease the spread of COVID19,10-05-2020, Visits to doctors offices and emergency rooms for illnesses with symptoms compatible with COVID19 are declining nationally likely in part a result of widespread efforts to slow the spread of COVID19 See the data in the latest COVIDView  ,0
13-05-2020,1121,-55,Decrease the spread of COVID19,12-05-2020, RT GovCanHealth Travellers returning to Canada You are required to provide info upon entry for COVID19 Help reduce wait times and poin RT GovCanHealth Kids just like adults have an important role to play in the fight against COVID19 Find resources that you can use to Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Protect yourself and others from COVID19 when out shopping This video shows you how   CDCs Dr Arjun Srinivasan amp Dr Neil Gupta joined doximity in a new QampA about optimizing personal protective equipment PPE healthcare worker safety and systemlevel strains related to COVID19 Read here  RT NIH In recognition of MentalHealthMonth use these resources from NIHs nimhgov to help raise awareness about coping with COVID19 RT CDCDirector I extend my sincerest gratitude to the healthcare workers on the frontline of COVID19 and the essential emergency personn RT CDCDirector I would like to recognize the tireless commitment of CDC staff who have deployed all over the US to fight COVID19 Techni After choir practice in Skagit County Washington 52 members became ill with COVID19 symptoms COVID19 spreads easily between people Avoid groups stay at least 6 feet apart and wear cloth face coverings to reduce spread Learn more from CDCMMWR   This marks the third consecutive week during which the percentage of deaths associated with COVID19 has declined but the percentage remains high compared to most influenza seasons  The latest COVIDView report shows that the proportion of death certificates coded as being related to COVID19 decreased from 255 the week ending April 11th to 106 the week ending May 2nd  RT SurgeonGeneral In the midst of the COVID19 pandemic its understandable that many Americans may experience heightened stress or anx Take action to slow the spread of COVID19 by wearing a cloth face covering in public spaces keeping at least 6 feet of physical distance amp frequently washing your handsMake a cloth face covering from a tshirt scarf or cloth napkin Learn more at   States tribal local amp territorial officials Resources are available to help quickly identify new COVID19 cases break chains of transmission and protect first responders and healthcare workers from infection   RT GovCanHealth What does the Canada COVID19 app offer A selfassessment tool statistics updates resources and more Download it tod RT NewsroomGC COVID19  Temporary suspension of service at select Canadian border services locations  RT GovCanHealth Kids just like adults have an important role to play in the fight against COVID19 Find resources that you can use to RT StatCaneng Has your sense of safety been affected by the COVID19 pandemic Share your perceptions of crime and safety in your commu RT GovCanHealth Travellers returning to Canada You are required to provide info upon entry for COVID19 Help reduce wait times and poin RT DeputyPMCanada Its important to prioritize your cyber safety during COVID19 While you work and stay socially connected online lea,1
15-05-2020,1125,-85,Decrease the spread of COVID19,14-05-2020, Today Prime Minister Justin Trudeau spoke with Managing Director of the International Monetary Fund Kristalina Georgieva to discuss the COVID19 crisis Read a summary of the call here  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Nurses work hard day and night serving Canadians and protecting our health and wellbeing This ThankYouThursday lets all take the opportunity to thank nurses for taking such good care of us COVID19  When you wear a cloth face covering you help protect those around you from COVID19 Help keep each other safe by continuing to properly wear cloth face coverings every time the entire time youre in public Learn more   If someone in your home gets sick with COVID19 do you know how to protect yourself and others This video offers special cleaning advice   RT DepSecHargan Everyone can help prevent spread of COVID19 Clara CDCgovs Coronavirus SelfChecker can help you decide when to cal Are you part of frontline staff or a dialysis technician in an outpatient hemodialysis facility Watch three brief training videos to help reinforce infection prevention knowledge and strategies to prevent the spread of COVID19   RT SurgeonGeneral Wearing face coverings in most non medical situations isnt to protect healthy wearers from COVID19 its to keep peo RT DepSecHargan During the COVID19 outbreak its important for everyone to know the difference between N95 respirators and surgical mas RT NIOSH New CDCgov instructional videos for healthcare personnel who are caring for COVID19 patients show how to safely put on and tak RT DepSecHargan If you must travel take these steps to protect yourself amp others from COVID19 during your trip More from CDCgov http RT cybercentreca Does physical distancing and remoteworking have you using teleconferencing more than ever COVID19  Learn more abo DYK essential services also include those working in finance education manufacturing etcMany in our communities continue to work day amp night ensuring Canadians have what they need during the COVID19 pandemic Thank you for your hard work  COVID19 remains the GoCs number one priority but we are actively monitoring flood levels across Canada Take some time to consider how you can be FloodReady   ThankYouThursday to all the front line personnel essential business workers grocers truck drivers and public transit employees We are ever grateful for your dedication to help Canadians during this challenging time COVID19 StrongerTogether ,1
17-05-2020,1138,-113,Decrease the spread of COVID19,16-05-2020, The Canadian Red Cross plays a critical role in our response to COVID19 Today the Government of Canada announced support for the organization so it can continue to provide the expertise and services we rely on More details   In July the Government of Canada will increase the CanadaChildBenefit to give parents extra support as they deal with regular everyday expenses and the extra challenges caused by COVID19 Learn more   RT SafetyCanada GoC announces support for redcrosscanada to help with the ongoing COVID19 response and future responses to floods and Today Prime Minister Justin Trudeau announced funding to help RedCrossCanada meet increased demand due to COVID19 and to support future floods and wildfire relief efforts Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT GovCanHealth Is COVID19 affecting your mentalhealth Are you worried about your substance use Visit the Wellness Together Canada po The latest CDC COVIDView report shows adults 65 continue to have the highest rates of COVID19associated hospitalizations followed by adults age 50  64 Hospitalization rates are cumulative and will continue to increase as the pandemic unfolds   Practice social distancing by putting space between yourself and others Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if youre sick to help slow the spread of COVID19 Learn more   Strokes still happen during a pandemic Remember FAST Face Arms Speech Time to call 911 This simple reminder can help you recognize the signs and symptoms of a stroke and possibly save a life Learn more  COVID19  GoC announces support for redcrosscanada to help with the ongoing COVID19 response and future responses to floods and wildfires   Lindsey Parsons  redcrosscanada  RT WomenCanada GC supports over 500 womens shelters and sexual assault centres during the COVID19 pandemic   We can all do our part in preventing the spread of COVID19 For more info visit   or contact 18337844397 ,0
18-05-2020,1070,-68,Decrease the spread of COVID19,17-05-2020, Protect yourself from COVID19 while getting gas Use disinfecting wipes on handles amp buttons of gas pump before you touch them After you get gas amp pay wash your hands or use hand sanitizer with gt60 alcohol For more tips visit   Health Depts CDC guidance on COVID19 contact tracing is now available to help plan implement and enhance COVID19 case investigation and contact tracing efforts Learn more   Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   Multisystem inflammatory syndrome in children MISC appears to be associated with COVID19 CDC recommends healthcare providers report suspected cases to local state or territorial health departments See Health Advisory issued  ,1
19-05-2020,1040,-30,Decrease the spread of COVID19,18-05-2020, Today Prime Minister Justin Trudeau spoke with Her Majesty Queen Elizabeth II to discuss world affairs and the latest developments in the COVID19 pandemic in Canada Read a summary of the call here  HCPs COCA Call on Tuesday May 19th at 2pm ET can also be found on COCAs Facebook profile via Facebook Live Topic Multisystem Inflammatory Syndrome in Children MISC Associated with Coronavirus Disease 2019 COVID19 Learn more   Medicine was a way to do work that was all about letting people be their best selves says CDC medical officer Dr Vikram Krishnasamy who was deployed to support the COVID19 response He helped repatriate Americans and support the Navajo nation   CDC has published new guidance on contact tracing a key strategy to prevent further spread of COVID19   Data from the Michigan Care Improvement Registry show vaccine coverage has declined among most children 2 in May 2020 compared to previous May estimates Vaccines are essential amp should continue while COVID19 stayathome orders are in place CDCMMWR   Grieving the loss of a loved one during the COVID19 pandemic can be extra difficult CDC released information to help plan and hold funeral services as safely as possible during this time Find it here   This VictoriaDay to slow the spread of COVID19 StayAtHome arrange a virtual meal or a chat with friends and loved ones Learn how to stay safe virtually while video teleconferencing  ,2
20-05-2020,1011,-29,Decrease the spread of COVID19,19-05-2020, To give more businesses access to the support they need so they can help protect workers and the jobs they rely on the Government of Canada is expanding the eligibility criteria for the Canada Emergency Business Account Learn more  COVID19  RT ESDCGC Hey Employers Are you in need of staff to help s response to COVID19JobBank offers free job listings across the countr Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT HHSGov Its EMSWeek and COVID19 has made emergency medical work more demanding than ever Thank you EMS heroes for staying strong RT HHSGov News HHS is delivering new funding to states territories and tribes to support testing for COVID19 Read the full news rel Thank you to all dialysis staff protecting vulnerable patients from COVID19 CDCs new training webinars can help to prevent the spread in your facility   RT HHSGov Wearing a cloth face covering in public slows the spread of COVID19 and shows you care about the health of your community Ma Does wearing a face covering mean you dont have to practice social distancing The answer is no Wearing a cloth face covering while in public AND maintaining 6 ft of distance from other people are two actions to help stop the spread of COVID19   After 2 people with COVID19 attended church gatherings in Arkansas in early March 35 attendees acquired the disease Follow CDC guidelines amp consult with local public health officials when resuming inperson operations Learn more from CDCMMWR   Do you operate a pool or water playground You can help prevent the spread of COVID19 Follow these health and safety tips   HCPs Today at 2pm ET log in to COCA Facebook profile or call in COCA Call Topic Multisystem Inflammatory Syndrome in Children MISC Associated with Coronavirus Disease 2019 COVID19 Learn more about the event at   RT csiscanada Do you have questions about COVID19  Download the Government of Canadas app that helps you stay informed Find it here RT TravelGoC Abroad Stay safe Read on for important advice   COVID19  RT StatCaneng Please participate in this short online questionnaire to help us better understand the overall impacts of COVID19 on Cana RT GetCyberSafe Malware is one of the most common forms of COVID19 scams But there are steps you can take to make yourself less vulnera RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa Protect yourself from fraudsters looking to profit from misinformation and uncertainty during COVID19 Follow GetCyberSafe  ,0
22-05-2020,1156,-45,Decrease the spread of COVID19,21-05-2020, RT CanRevAgency My Account can help you manage your tax and benefit affairs during the COVID19 pandemic Sign up for My Account to updat Today Prime Minister Justin Trudeau spoke with the President of Mozambique Filipe Nyusi to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  Watch Prime Minister Justin Trudeaus full remarks on help available for business owners affected by COVID19  Today Prime Minister Justin Trudeau announced new funding for Indigenous organizations providing services to Indigenous peoples in urban centres and off reserve Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT CDCGlobal Caring for your mental health is important Find ways you and your family can reduce stress during COVID19  RT NIOSH Fire management agencies should encourage personnel to selfmonitor for symptoms of COVID19 Firefighters who have symptoms sh RT CDCemergency If you employ waste collectors or recyclers you should have a COVID19 health amp safety plan to protect employees See ne Take action to slowthespread of COVID19 Wear a cloth face covering in public spaces keep at least 6 feet of physical distance and frequently wash your hands Learn more   Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   RT SecAzar HHSGov is providing 225 million for COVID19 testing in rural communities Further expanding testing capacity is a crucial RT fema COVID19 wont stop other disasters from happening but it will adjust how we prepare for them Today we released guidance amp re Thank you to all the rcmpgrcpolice detachments that have been working tirelessly to keeping Canadian communities safe We are forever grateful for your sacrifice and dedication during these challenging times ThankYouThursday COVID19  RT JusticeCanadaEN For some people stayingathome and selfisolation due to COVID19 can mean being trapped at home in an abusive situati RT NewsroomGC As MemorialDay approaches CanBorder reminds travellers that COVID19 restrictions on all discretionary nonessential t RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1372929 people for COVID19 w an average 5 positive overall In recent  week RT CPHOCanada FluWatchers participants should report every week healthy OR sick This helps ensure the COVID19 data is as accurate as RT SSCCA Questions about COVID19 Not only is there an app for that but GovCanHealths virtual assistant is also there to help you qu,2
23-05-2020,1141,-15,Decrease the spread of COVID19,22-05-2020, RT InspectionCan Are your little ones getting restless at home during COVID19 Were always looking for JuniorCFIA scientists no matte RT GovCanHealth Feeling stressed or overwhelmed because of COVID19 If youre finding it hard to cope or are worried about your substanc RT DigitalCDN 12 Need help understanding what COVID19 benefits may be available to you Min Murray announced a new online tool to he Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers about continued efforts to address the impacts of COVID19 Read a summary of the call here  Today Prime Minister Justin Trudeau announced new funding for Indigenous organizations providing services to Indigenous peoples in urban centres and off reserve to help them respond to COVID19    The latest CDC COVIDView report summarizes new data on COVID19like illnesses hospitalization rates and deaths Check it out here   CDC offers general considerations to help communities of faith decide how best to practice their beliefs while slowing the spread of COVID19 and keeping their staff and congregations safe Learn more   RT CDCemergency Whether you are going into work or teleworking COVID19 has probably changed the way you work Fear amp anxiety about this Dr Vikram Krishnasamy a CDC medical officer and diseasedetective was deployed to the field twice to support the COVID19 response Read more about his work and what inspired him to work in public health   Looking to make a splash this summer Dive into these CDC tips for enjoying the pool amp preventing COVID19 Practice social distancing wear a face covering when out of water except for children 2 amp under and limit sharing of pool toys Remember to stay home if you are sick  RT NIH For people in recovery SocialDistancing can make it difficult to get support Find information on COVID19 and substance use diso After 2 residents of a skilled nursing facility tested positive for COVID19 all residents amp staff were tested 27 cases were diagnosed COVID19 spreads quickly in skilled nursing facilities Universal amp serial testing are important More from CDCMMWR   RT CDCHIVAIDS COVID19 Clinician Tip Underscore the importance of following all CDC precautions to prevent COVID19 such as social dis DYK When you get an antibody blood test your blood is checked for antibodies which show if you had a previous infection with the virus that causes COVID19 Learn more   RT HHSGov Fear and anxiety about COVID19 can be overwhelming Take care of your mental wellness by unplugging occasionally Find more t CDC is monitoring 15 different models to forecast possible COVID19 deaths in the US As of May 18 national forecasts suggest that the increase in the total number of deaths will slow but exceed 110000 by June 13 Check your state forecast   RT rcmpgrcpolice The RCMP would like to thank Canadians for their cooperation with COVID19 restrictions whether it be cancelling vacati RT GovCanHealth Travellers entering Canada are required to complete a COVID19 form upon entry By using the ArriveCAN app you can Red RT CPHOCanada Get the whole family involved in learning about ways to stop the spread of COVID19 These colouring pages include tips on RT csecst The cybercentreca has seen an increase of COVID19 phishing campaigns and malware scamsLearn how to spot malicious e RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa RT GovCanHealth Feeling stressed or overwhelmed because of COVID19 If youre finding it hard to cope or are worried about your substanc Everyone has a role to play PlankTheCurve We can all help stop the spread of COVID19 by practicing PhysicalDistancing and StayingHome  ,0
24-05-2020,1078,-63,Decrease the spread of COVID19,23-05-2020, Canadians have been staying home physical distancing and listening to public health advice which means we can restart some activities But COVID19 remains a serious health threat so we need to keep listening to science as we take steps to reopen the economy  Slow the spread of COVID19 while working from home Clean amp then disinfect surfaces such as tables desks phones tablets amp keyboards For electronic devices follow manufacturer instructions or use alcoholbased sprays containing at least 70 alcohol   This MemorialDay weekend if you choose to spend time outdoors stay 6ft apart amp wear a cloth face cover to slow the spread of COVID19 Learn more at   As states and localities move to resume civic life their school systems determine whether when and how to open CDC offers information to help schools protect students teachers administrators and staff and slow the spread of COVID19 Learn more   The latest CDC COVIDView report shows the percentage of visits to doctors offices and ERs for illnesses with symptoms likely related to COVID19 are declining nationally thanks in part a result of widespread efforts to slow the spread of COVID19   Avoid shopping for food amp other essentials inperson if youre not feeling well Order food amp other items online for home delivery or curbside pickup For more tips during COVID19 visit  ,0
25-05-2020,1012,-66,Decrease the spread of COVID19,24-05-2020, If youre a commercial property owner and have small business tenants struggling to make their rent you may be eligible for the Canada Emergency Commercial Rent Assistance Your day to apply depends on your province or territory Details  COVID19  Be mindful of social distancing this MemorialDay weekend Stay at least six feet from others to slow the spread of COVID19 If visiting public spaces like parks trails and aquatic venues avoid crowded areas Learn more   Take action to slow the spread of COVID19 by wearing a cloth face covering in public spaces keeping at least 6 feet of physical distance amp frequently washing your handsMake a cloth face covering from a tshirt scarf or cloth napkin Learn more at  ,0
26-05-2020,936,-76,Decrease the spread of COVID19,25-05-2020, RT TravelGoC Abroad and need medical care     COVID19  Today Prime Minister Justin Trudeau discussed the latest developments in the COVID19 pandemic with Chancellor Angela Merkel of Germany Read a summary of the call here  Today Prime Minister Justin Trudeau spoke with the President of France EmmanuelMacron to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Your day to apply for CECRA for small businesses depends on your province or territory Details  COVID19 While the number of COVID19 cases which are counted cumulatively are increasing other indicators used to track weekly national trends in the level of illnesses hospitalization rates and the proportion of deaths from COVID19 fell from the prior week   Need fresh air If you visit a park stay at least 6 feet 2 meters from other people wear a cloth face covering and do not gather in groups Prevent the spread of COVID19   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa You may be shopping online more often due to COVID19 Learn how to spot a shady shopping website   ,2
27-05-2020,872,-64,Decrease the spread of COVID19,26-05-2020, On Thursday Prime Minister Justin Trudeau will convene a highlevel meeting with UN SecretaryGeneral AntonioGuterres and Prime Minister AndrewHolnessJM to consider global economic challenges and how to better support developing countries COVID19  Prime Minister Justin Trudeau will join UN SecretaryGeneral AntonioGuterres and PM of Jamaica AndrewHolnessJM to convene a highlevel meeting to address economic devastation caused by COVID19 Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   Your day to apply for CECRA for small businesses depends on your province or territory Details  COVID19 RT CDCDirector Thank you America for all that you have done to slow the spread of COVID19 You can continue to protect the vulnerable Do you have moderate or severe asthma You may be at higher risk for severe illness from COVID19 Protect yourself by taking your medicine as prescribed and following your asthma action plan AsthmaAwareness  Supporting healthcare providers and patients during amp after the COVID19 pandemic is a CDC priority A new framework can help clinicians amp facilities prioritize necessary healthcare visits for patients whose care should not wait   The latest CDC COVIDView report shows people 65 continue to have the highest rates of COVID19associated hospitalizations followed by people age 5064 Hospitalization rates are cumulative and will continue to increase as the pandemic continues   RT fema We are sending medical supplies to nursing homes across the country to help with COVID19 needs Watch this video for a detailed John Brooks is the chief medical officer for CDCs COVID19 response  He amp his team sift through newly published reports on COVID19 in hopes of applying findings to slow the spread of COVID19 Read more   RT CanadianForces We are working with Canadas defence security and public safety communities to fight against the spread of COVID19 T RT GovCanHealth  Calling all volunteers from across Canada We need you to help track where cases of COVID19 are This crowd source n RT rcmpgrcpolice This year the RCMP added COVID19 scams to the growing list of frauds they monitor across Canada Read how police are We can all do our part in preventing the spread of COVID19 For more info visit   or contact 18337844397 ,2
29-05-2020,906,-87,Decrease the spread of COVID19,28-05-2020, Canada is ready to do our part as we help bring the world together in the fight against COVID19 Read PM Trudeaus remarks from todays meeting with world leaders and international organizations   RT ESDCGC The GoC is taking significant action to support Canadian families during COVID19 through measures such as CEWS CER Watch live Prime Minister Justin Trudeau participates in a joint press conference with the SecretaryGeneral of the UN AntonioGuterres and the Prime Minister of Jamaica AndrewHolnessJM COVID19  Prime Minister Justin Trudeau the UN SecretaryGeneral AntonioGuterres and the Prime Minister of Jamaica AndrewHolnessJM will convene world leaders and international organizations in a joint initiative Learn more  COVID19 Watch live Prime Minister Justin Trudeau delivers remarks at the United Nations HighLevel Event on Financing for Development in the Era of COVID19 and Beyond   RT GovCanHealth It can be really hard for kids to understand why they have to stayhome and practice physicaldistancing during COVID19 Your day to apply for CECRA for small businesses depends on your province or territory Details  COVID19 RT CDCtravel Travel increases your chances of getting and spreading COVID19 CDC advises against nonessential international travel If y RT NIOSH Wildland Firefighters Do you have questions about safely responding to fires at different geographic locations during COVID19 This week CDC received 15 models to forecast possible COVID19 deaths in the US As of May 25 the forecasts suggest the increase in total number of deaths to continue to slow but exceed 115000 by June 20 Forecasts vary by state see yours here   Help prevent the spread of COVID19 Avoid close contact with people who are sick wash hands often for at least 20 seconds avoid touching your face and practice social distancing by putting space between yourself and others   RT HHSGov Find important COVID19 info  from social distancing to effective cleaning to maintaining your mental health  in our COVID Working with state amp local health officials schools determine whether and how to reopen or stay open CDC offers considerations for decisionmaking as well as guiding principles for protecting students teachers amp staff during the COVID19 pandemic See   RT CDCEnvironment Hurricane season starts June 1 During the COVID19 pandemic give yourself more time than usual to prepare your emerge RT CreakyJoints Save the date May 29th at 3pm ET Join us for an important Covid19 discussion featuring experts from the CDC and United RT OpenGovCan Children just like adults have an important role to play in preventing the spread of COVID19 Explore GovCanHealths RT CSCSCCen ThankYouThursday to our staff who continue working at our womens sites during COVID19 You are key in encouraging women RT ESDCGC The GoC is taking significant action to support Canadian families during COVID19 through measures such as CEWS CER RT StatCaneng What do we know about the family and social concerns of Canadians in the context of the COVID19 pandemic Find the answer This ParamedicServicesWeek we are thanking paramedics across Canada who are working tirelessly on the front lines during COVID19 to keep us safe and healthy ThankYouThursday OntParamedic ,2
30-05-2020,772,-134,Decrease the spread of COVID19,29-05-2020, To ensure Indigenous peoples have the support they need to get through this crisis the Government of Canada announced new funding to address their specific needs Read more  COVID19  RT GovCanHealth We have COVID19 resources available in multiple languages to help you and your family stay safe and healthy Consult the RT CPHOCanada Wearing a nonmedical cloth mask or face covering is an additional measure to help stopthespread of COVID19 where physi Today Prime Minister Justin Trudeau announced new funding to provide critical support to Indigenous families and communities during this crisis Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT CDCemergency TakeAction to slow the spread of COVID19 by wearing a cloth face covering in public spaces keeping at least 6 feet of The latest CDC COVIDView report shows the  of visits to doctors offices and ERs for illnesses with symptoms compatible with COVID19 continued to decline or remain stable at low levels likely in part a result of widespread efforts to slow the spread   RT CDCtravel If you cross a US land border help prevent COVID19 Cross only for essential reasons avoid close contact with others wea Whether you test positive or negative for COVID19 you should still take preventive measures toprotect yourself and others Learn more   The scale is unprecedented We cant think of it like anything weve known beforeJohns Brooks a CDC diseasedetective is part of a team poring over hundreds of publications on COVID19 looking for ways to slow the spread of the disease More   The identification on Feb 26 2020 of a patient with COVID19 amp no travel history indicated the likelihood of community spread Until late Feb COVID19 incidence was too low to be detected by emergency department surveillance More from CDCMMWR   Clinicians See CDCs new interim guidelines now available for using COVID19 antibody tests in clinical settings Guidelines include recommendations for choosing tests and testing strategy Learn more   You can help protect others from COVID19 by social distancing amp wearing a cloth face covering that fits snugly and reaches above your nose below your chin and completely covers your mouth and nostrils Watch this video featuring CDCDirector   RT CDCDirector As the number of people in our Nation who have died from COVID19 surpasses 100000 this is a heartbreaking reminder of RT NACCHOalerts Find out how publichealth can reduce COVID19 health disparities Register today for the NACCHOalerts amp CDCgov webinar RT CDCemergency DYK Older adults are at higher risk for developing more serious complications from COVID19 illness There are steps ho RT rcmpgrcpolice The RCMP works closely with our American counterparts to prevent the spread of COVID19 across our shared border wheth RT CPHOCanada COVID19 key concerns in  Today in lieu of a daily inperson update to the media I have issued a statement you can re RT GovCanHealth We have COVID19 resources available in multiple languages to help you and your family stay safe and healthy Consult the RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa Protect yourself from financial fraud Fraudsters prey on consumers fears and misinformation Be cautious when receiving phone calls emails and texts regarding COVID19  ,0
31-05-2020,757,-15,Decrease the spread of COVID19,30-05-2020, While the percentage of lab specimens testing positive for COVID19 decreased nationally from last week the latest COVIDView report notes slight increases in the Southeast and Pacific Northwest Learn more   CDC has launched new longterm care training series for staff Watch five short videos to help refresh infection prevention knowledge and keep COVID19 out of your facility   There is a lot of information out there about COVID19 Get the facts straightFollow GovCanHealth and CPHOCanadaVisit  Download GoCs app  ,2
02-06-2020,705,-53,Decrease the spread of COVID19,01-06-2020, The Government of Canada is taking immediate action to support small towns and big cities across the country to restart the economy and create good wellpaying jobs Learn more  COVID19  Today Prime Minister Justin Trudeau spoke with President Alejandro Giammattei of Guatemala to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  RT GovCanHealth Find mentalhealth resources support for parents activities for kids and much more on our COVID19 Resources for Parent RT GovCanHealth Communities now have access to updated guidance on how to prevent the spread of COVID19  As more areas of the country r Today Prime Minister Justin Trudeau announced that funding delivered through the federal Gas Tax Fund will be accelerated this year to help communities as quickly as possible Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT SurgeonGeneral Hurricane season starts today June1st During the COVID19 pandemic give yourself more time than usual to prepare CDC offers tips to Youth Sports Organizations on ways to protect players families and communities and slow the spread of COVID19 Learn more   RT CDCDirector We do not know yet if the antibodies can protect you from COVID19 reinfection Regardless of your antibody test results DYK Taking breaks from news stories and social media taking care of your body and connecting with loved ones are great ways to reduce stress during the COVID19 pandemic Watch this video for more tips   Protect yourself from COVID19 when going shopping Order online or use curbside pickup if possible wear a face covering practice socialdistancing and wash your hands with soap and water after leaving the store Get more tips   The latest CDC COVIDView shows that people 65 have the highest rates of COVID19 hospitalizations Protect people most at risk for serious illness by taking the recommended actions to slow the spread of COVID19 Learn how you can help   Hurricane season starts June 1 During the COVID19 pandemic give yourself more time than usual to prepare your emergency food water and medical supplies Learn more   RT csecst Looking after your cybersecurity during COVID19 can seem like a tedious task but it doesnt have to be Taking just a few m RT CanRevAgency Do you receive COVID19 emergency payments You can now register your personal or payroll account for CRA direct deposit,0
