date,new_confirmed,category_value,category_label,Tweet_date,Tweet
20-04-2020,2045,613,Increase the spread of COVID19,06-04-2020, RT GovCanHealth It isnt yet known how long the virus causing COVID19 lives on surfaces however early evidence suggests it can live on Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   If you were born in the months of January February or March and are eligible for the Canada Emergency Response Benefit apply today More info on how to apply and eligibility  COVID19  Too much news about the COVID19 pandemic can be upsetting Stay informed but takebreaks from news and social media   Do you or does someone you know communicate using American Sign Language Watch videos on coronavirus disease 2019 COVID19 part of the ASL video series on the CDC Streaming Health YouTube channel  Reduce spread of COVID19 When in public use a cloth face covering that Reaches above nose amp below chin completely covering mouth amp nostrilsFits snugly against sides of your faceIs made of multiple layers of cloth that you can breathe through  HCP New guidance for COVID19 allows for nasal swabs to be used for testing Self or HCPcollected nasal swabs are acceptable specimen types See more   New CDCMMWR report is the first to look at COVID19 illness in kids in the US Among more than 2500 cases of COVID19 in children in the US three children reportedly died   Does someone have a birthday during COVID19 distancing Show them you care by celebrating virtually Record a video message make signs amp send pics Maintain physicaldistance while staying socially connected   CDC report shows the percentage of deaths due to pneumonia not associated with flu has increased sharply since the end of February This could be caused by COVID19   RT GovCanHealth Information is available to answer health product manufacturers and distributors questions related to COVID19 Learn m Stay cyberhealthy follow csecst amp GetCyberSafe for helpful advice and guidance on how Canadians can protect themselves from COVID19 related phishing attempts Learn how you can protect yourself  
22-04-2020,1768,177,Increase the spread of COVID19,08-04-2020, RT CdnHeritage Wishing everyone celebrating a happy safe and healthy Passover As we continue to fight COVID19 together remember to Prime Minister Justin Trudeau announces temporary changes to the Canada Summer Jobs program that will help employers hire summer staff and provide young Canadians access to the jobs they need  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   If you were born in the months of July August or September and are eligible for the Canada Emergency Response Benefit apply today More info on how to apply and eligibility  COVID19  New WhiteHouse CDC amp DHSgov guidance applies to critical employees exposed to confirmed or suspected COVID19 case but who do not have symptoms They should be screened before entering work monitor for symptoms wear a cloth face cover and practice social distancing Today WhiteHouse CDC amp DHSgov provide strategies aimed at helping our most critical workers quickly return to work after potential exposure to COVID19 provided those workers are symptomfree  As of April 8 48 US states amp 1 US territory report some community spread of COVID19 Of those 32 report COVID19 cases are widespread When out for essential trips wear a cloth face covering amp keep 6 ft of physical distance between yourself amp others   Large gatherings like a birthday party and a funeral likely helped spread COVID19 in Chicago Read more about the investigation in CDCMMWR   CDCMMWR notes March hospitalization rates from COVID19 in older people were higher than what is typically seen early in a flu season Also most people hospitalized with COVID19 had an underlying health problem    Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and local provincial or territorial public health authorities  RT GovCanHealth Family and friends outside of Canada often cross the border for the holidays Due to COVID19 a reminder that nonCanadi
23-04-2020,1920,152,Increase the spread of COVID19,09-04-2020, RT CPHOCanada Easter Vaisakhi Ramadan Puthandu are approaching amp connection has never been more important But as COVID19 is an unp RT GovCanHealth Want to help fight COVID19 Researchers and companies developing vaccines and other treatments for COVID19 can find in Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   If you were born in the months of October November or December and are eligible for the Canada Emergency Response Benefit apply today More info on how to apply and eligibility  COVID19  The Government of Canada is taking unprecedented action to support workers businesses and all Canadians impacted by the COVID19 pandemic  NEW There have been numerous COVID19 outbreaks on recent cruise ship voyages CDCDirector has extended the previous No Sail Order to prevent the spread of COVID19 among crew onboard   RT HHSGov Financial insecurity is on the minds of many Americans right now If you have been impacted by the COVID19 pandemic learn mor Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   Most people who get COVID19 will get better at home If you are caring for someone who is sick Have the person stay in a separate room and use a separate bathroom if possible Check how they are feeling but limit facetoface contactMore tips   Do you have friends or family who need COVID19 information in a different language CDCs COVID19 website has options in Spanish simplified Chinese Vietnamese and Korean Be sure to click the other language tabs here   RT CDCDirector Essential critical workers who have been exposed to COVID19 Stay at home if you are sick Take your temperature befor Make handwashing a family activity Explain to children that handwashing can keep them healthy Be a good role modelif you wash your hands often your children are more likely to do the same See more  COVID19  CDC thanks all the healthcare workers who are fighting COVID19 For detailed resources to guide you as you keep our communities safe see  NPHW  RT CDCDirector Employers of essential critical workers exposed to COVID19 Take employees temperature before work Send sick employe
26-04-2020,1541,75,Increase the spread of COVID19,12-04-2020, The COVID19 pandemic is the challenge of our generation But together we will get through this Watch Prime Minister Justin Trudeaus Sunday address   Today Prime Minister Justin Trudeau addressed Canadians in the House of Commons and called on everyone to be there for each other as we fight COVID19 Watch his full remarks  Prevent the spread of COVID19 in your home If possible have sick household member stay in a separate room use a separate bathroom wear a facemask when around others within the home in a vehicle or doctors office  While many are staying inside during COVID19 severe weather is happening across the country Its important you know a safe place to shelter amp have several ways to receive weather alerts Follow instructions from your local officials amp stay informed with alerts from NWS  Be sure to takebreaks from news and social media about COVID19 Too much news about the pandemic can be upsetting When you do need information get the latest from your local or state health department and CDC   When was the last time you washed your handsREMEMBER Wash your hands for 20 seconds frequently throughout the dayUse alcoholbased hand sanitizer if soap and water isnt available  COVID19  If youre a Canadian business that can help our response to COVID19 by meeting the need for medical supplies see how you can help 
27-04-2020,1605,64,Increase the spread of COVID19,13-04-2020, RT GovCanHealth Health Canada has authorized a new rapid screening test developed by Ottawabased spartanbio to diagnose COVID19 in le Growing evidence suggests COVID19 can spread before people show symptoms presymptomatic and from people who have coronavirus but never show symptoms asymptomatic Cloth face coverings help prevent spread of COVID19 in these situationsSee QampA   Protect yourself from COVID19 callin prescriptions ahead of time and use drivethru windows curbside services mailorder or other delivery services Read more tips here   RT SurgeonGeneral Do your part to SlowTheSpread of COVID19  RT CDCDirector Discussed the latest on COVID19 this morning on foxandfriends I want to thank the American people for embracing the soc A new report in CDCMMWR highlights how public policies in 4 US cities helped ensure social distancing in their communities CDC recommends staying home washing hands and using cloth face coverings to slow the spread of COVID19   If you think you might have symptoms of COVID19 watch this videoThen use the selfassessment tool to see if you need medical assistance StayHome SaveLives FlattenTheCurve 
29-04-2020,1571,45,Increase the spread of COVID19,15-04-2020, RT DeputyPMCanada The Government of Canada is committed to providing accurate and evidencebased info about COVID19 Help prevent misi RT GovCanHealth Finding it difficult to cope during COVID19 The Wellness Together Canada mental health and substance use support portal Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   The COVID19 pandemic has changed the daily lives of all Canadians No matter where you live in a small community or a big city the Government of Canada is here for you  HCPs COCA Call on Thurs April 16 at 2pm ET can also be found on COCAs Facebook profile via Facebook Live Topic Guidance for Certifying Deaths Due to Coronavirus Disease 2019 COVID19 Learn more   New COVID19 data provide age race and ethnicity of confirmed US cases of COVID19 as of April 14 Note that in many cases these factors were missing or not reported See the data table   As of April 15 50 US states DC amp 4 US territories have reported cases of COVID19 Of those 34 report COVID19 cases are widespreadWhen out for essential trips wear a cloth face covering amp keep 6 ft of physical distance between yourself amp others   RT SurgeonGeneral This is particularly important as we StayHome during COVID19 Look for ways to be ActiveandHealthy  sneak in squat RT SecAzar Were inspired by the sacrifices Americans across the nation are making to help SlowTheSpread of COVID19 Were all in this Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   Did you know that those with a history of heart disease are at higher risk for getting seriously ill from coronavirus Learn more at  COVID19  Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and local provincial or territorial public health authorities 
30-04-2020,1639,68,Increase the spread of COVID19,16-04-2020, RT GovCanHealth April 16 For the latest data on how the COVID19 outbreak is evolving in Canada visit our interactive COVID19 Situatio Today Prime Minister Justin Trudeau announced new measures to support Canadian businesses so they can keep their doors open and their employees on the job Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   HCPs COCA Call on Friday April 17 at 2pm ET can also be found on COCAs Facebook profile via Facebook Live Topic COVID19 in the United States Insights from Healthcare Systems Learn more   COVID19 spreads like dominoes fall Help protect your family and your community Wash your hands stayhome and practice socialdistancing by keeping at least 6 feet of distance between yourself and others   Homeless amp meal service providers You have an important role in slowing the spread of COVID19 See guidance on preparing for amp handling a COVID19 outbreak   Healthcare professionals DYK CDC offers trainings on clinical care and infection control PPE NPIs and emergency preparedness and response specific to COVID19 Find recently recorded COVID19 webinars and online courses   RT SurgeonGeneral TogetherApart we will SlowTheSpread of COVID19Visit  for the latest information  RT NIH Wondering how to help during the COVID19 epidemic NIHs NIMHDirector Dr Joshua Gordon explains the importance of stayinghome RT CDCDirector Healthcare workers are vital to tackling the COVID19 outbreak We need to keep them healthy so they can do their importan RT CDCDirector A key feature of the COVID19 outbreak is it can spread before you even have symptoms or feel sick  so it is quite contag Avoid shopping for food amp other essentials inperson if youre not feeling well Order food amp other items online for home delivery or curbside pickup For more tips during COVID19 visit   HCPs Today at 2pm ET log in to COCA Facebook profile or call in COCA Call Topic Guidance for Certifying Deaths Due to Coronavirus Disease 2019 COVID19 Learn more about the event at   Do you think you may have COVID19 Monitor your symptoms and call ahead before visiting your doctor Most people who get COVID19 can take care of themselves at home Take precautions to protect yourself and others around you See more   RT GetCyberSafe Cyber threat actors thrive in times of uncertainty and misinformation Practice good cyber hygiene during the COVID19 pa With everyone practicing PhysicalDistancing more people are online Take this time to talk about cyberbullying with your children COVID19  
01-05-2020,1825,186,Increase the spread of COVID19,17-04-2020, The Government of Canada is taking immediate significant and decisive action to support Canadians and businesses facing hardship as a result of the global COVID19 outbreak Learn more about the new measures to protect Canadian jobs announced today  Today Prime Minister Justin Trudeau announced new actions to protect Canadian jobs and provide more support to businesses and organizations dealing with the economic impacts of COVID19 Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read more  RT CDCDirector Americans have come together to protect the vulnerable from COVID19 As we begin to reopen state by state people will ne Quarantine and isolation are public health practices used to protect the public by preventing exposure to people who have or may have COVID19 Learn when you may need to use these practices in your home   Do you or does someone you know communicate using American Sign Language Watch videos on COVID19 part of the ASL video series on the CDC Streaming Health YouTube channel  HCPs Today at 2pm ET log in to COCA Facebook profile or call in COCA Call Topic COVID19 in the United States Insights from Healthcare Systems Learn more about the event at   During COVID19 visit the doctor only when you need to Use telemedicine or contact your doctors office by phone or email Call before going to the doctors office or the ER More tips visit   RT CDCDirector As we begin the process of Opening Up America Again we will be aggressively focused on early COVID19 case recognition i PhysicalDistancing is important to stop the spread of COVID19 Stay home as much as possible Only go out if it is an essential trip
03-05-2020,2760,1107,Increase the spread of COVID19,19-04-2020, Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Sudden changes in routine amp being home all the time during the COVID19 outbreak can be hard for children Watch for signs of stress in your child such as excessive worry amp difficulty concentrating See more tips   Be aware of COVID19 phishing scams Fraudsters and scammers want to profit from consumers fears uncertainties and misinformationProtect yourself 
06-05-2020,1450,176,Increase the spread of COVID19,22-04-2020, RT GovCanHealth Want to help combat COVID19  You can do so by donating personal protective equipment PPE Please complete the subm Attention students and recent grads The Government of Canada is helping to ensure more of you get the financial support you need and the opportunities and experience you were counting on More information here  COVID19  Today Prime Minister Justin Trudeau announced comprehensive support for postsecondary students and recent graduates affected by COVID19 Get the details   Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT USFDA People who have fully recovered from COVID19 for at least two weeks are encouraged to consider donating plasma which may help Updated on April 22 50 US states DC amp 4 US territories have reported cases of COVID19 Of those 27 report COVID19 cases are widespread This is 7 fewer states reporting widespread cases than last week Learn more   New COVIDNET data reported more than 6000 COVID19 hospitalizations Of these almost 2000 had raceethnicity info When compared to residents in COVIDNET counties NonHispanic black people were disproportionately affected by COVID19 hospitalizations   RT SurgeonGeneral USFDA amp HHSgov encourage those who have fully recovered from COVID19 to contact your local blood or plasma donati Help prevent COVID19 when ordering and accepting delivery food Order amp pay online or by phone have the delivery person leave items in a safe spot outside your home amp wash your hands after bringing in items   Residents amp staff tested positive for COVID19 in 4 cities that were included in a new CDCMMWR report Testing can facilitate isolation of infected people regardless of symptoms to help slow the spread in shelters Learn more   You can help slow the spread of COVID19 Practice socialdistancing Keep at least six feet of physical distance between yourself and others Wear a cloth face covering when out for essential trips More tips at   Given the shortage of N95 respirators during this global outbreak of COVID19 its important to understand the difference between N95 respirators and surgical masks and how both are intended to protect healthcare workers Learn more from NIOSH   On March 30 a homeless shelter resident in Seattle tested positive for COVID19 KCPubHealth and CDC investigated the case and oversaw testing of residents and staff leading to early identification and prevention of other cases Learn more in CDCMMWR   Tribal leaders You can help safeguard your communities from COVID19 during funerals and burials Actions like social distancing can help stop the spread of coronavirus Learn more guidance for funerals and burials for tribal communities   RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt Fake websites related to COVID19 are being used by cyber attackers to spread disinformation or to scam people Learn how to protect yourself  
08-05-2020,1512,86,Increase the spread of COVID19,24-04-2020, Small businesses are the backbone of our communities and our economy That is why the Government of Canada announced more help is on the way for small businesses impacted by COVID19 Learn more   Prime Minister Justin Trudeau announces that the federal government has reached an agreement in principle with all provinces and territories to implement the Canada Emergency Commercial Rent Assistance for small businesses  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  If you have diabetes you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to protect yourself and slow the spread at  COVID19  RT HHSGov You can watch CDCgovs video series on COVID19 in ASL here  AmericanSignLanguage If you have COVID19 symptoms amp want to get tested call your medical provider first You can also visit your state or local health departments website to look for local information on testing Learn more   A UPMC microbiology laboratory recently received this package of samples with a special note Thanks to all laboratory professionals for their important role in maintaining our nations health  LabWeek LabWeek2020 COVID19  Feeling sick Answer a few questions about your symptoms using Clara CDCs Coronavirus SelfChecker to help you decide if you should call your doctor   RT CEMHWCESMMT Its been another long week coping with COVID19 Its perfectly normal if you are struggling emotionally right now Bu We want to give CheerstoVolunteers  Especially to volunteers in Search and Rescue first responders and all those helping keep Canada safe and secure during COVID19 RT FCACan  Fraudsters are using the COVID19 outbreak to pose as government departments to trick individuals into revealing personal an
12-05-2020,1176,43,Increase the spread of COVID19,28-04-2020, Today Prime Minister Justin Trudeau spoke with the Prime Minister of India NarendraModi to discuss the latest developments regarding the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau announced that the federal provincial and territorial governments have come together and agreed to a set of common principles for restarting the Canadian economy Read more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau spoke with British Columbia Premier John Horgan to discuss the evolving COVID19 situation Read a summary of the call here  To help employers keep and rehire workers amidst the challenges posed by the COVID19 pandemic the Government has implemented the Canada Emergency Wage Subsidy Applications are now open  learn more   Protect your pets if you are sick with COVID19 Limit exposure to pets and have someone else care for them if possible If you must be around animals while sick wash your hands before and after interacting with them Learn more   If your childcare program is reopening or staying open during COVID19 physicaldistancing can help everyone stay safe For example keep children in the same group each day amp dont mix children between groups More info here   RT GovCanHealth Weve more than doubled FluWatcher participants with 6000 Canadians tracking COVID19 and other flulike illnesses Th RT CanBorder NowIsNotTheTime to travel for nonessential purposes StayHome to help fight the spread of COVID19 and help FlattenTheCu RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt We can all do our part in preventing the spread of COVID19 For more info visit  or contact 18337844397 
14-05-2020,1210,89,Increase the spread of COVID19,30-04-2020, Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   RT CDCInjury We work across sectors w new ActionAlliance National Mental Health amp Suicide Response Effort to COVID19 NationalMentalH Protect yourself from COVID19 while bringing in your mail amp deliveries Avoid inperson contact when accepting packages and wash your hands or use hand sanitizer with gt60 alcohol after opening your mail Get more tips   With many Americans experiencing emotional distress due to COVID19 CDC is proud to join the ActionAlliance for the launch of the Mental Health amp Suicide Prevention National Response to COVID19  NationalMentalHealthResponse  The David J Sencer CDC Museum is closed due to COVID19 but its staff is working hard to document the agencys and the nations response to the pandemic See CNTraveler to learn what CDC Museum Curator Louise Shaw amp her team are working on  As we continue our fight against COVID19 spread we are reminded of the importance of EmergencyPreparedness EPWeek2020 is May 39 amp our chosen theme is Preparedness  Response  Recovery Check out our website to learn more   RT SSCCA The GC has established a number of programs designed to support Canadians through the COVID19 pandemicgt CERB  RT GovCanHealth Lets work together to help stopthespread of COVID19 in our community by staying home Learn more about how you can hel Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities 
16-05-2020,1251,126,Increase the spread of COVID19,02-05-2020, Yesterday Prime Minister Justin Trudeau spoke with the Prime Minister of New Zealand JacindaArdern to exchange views on their respective national measures to combat the COVID19 pandemic Read a summary of the call here  Given the shortage of N95 respirators during this global outbreak of COVID19 its important to understand the difference between N95 respirators and surgical masks and how both are intended to protect healthcare workers Learn more from NIOSH   Louise E Shaw and team at the David J Sencer CDC Museum are busy collecting documents photos and testimonials from responders at CDC and on the front lines of the COVID19 pandemic Learn more about their work in CNTraveler  CDC amp partners are working together to coordinate genomic sequencing of the virus that causes COVID19 This will help experts monitor changes in the virus support contact tracing advance COVID19 research amp aid in diagnostics amp therapeutics See more   If youre a Canadian manufacturer or business that can assist Canada in meeting the need for medical supplies during COVID19 your help is neededFor more info 
21-05-2020,1201,190,Increase the spread of COVID19,07-05-2020, The Government of Canada is working with the provinces and territories to give a muchneeded wage boost to essential workers who are helping to keep our country moving Get the details on todays announcement  COVID19  Today Prime Minister Justin Trudeau announced that all provinces and territories have confirmed or are in the process of confirming plans to cost share wage topups for their essential workers Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Prime Minister Justin Trudeau spoke with the Prime Minister of Tuvalu Kausea Natano regarding the latest developments in the COVID19 pandemic Read a summary of the call here  New Video Together we can stop the spread of COVID19 by physical distancing practicing good hygiene and avoiding nonessential travel Watch to learn more about how you can help slow the spread   New CDC instructional videos for healthcare personnel who are caring for COVID19 patients show how to safely put on and take off recommended personal protective equipment PPE Watch the videos and learn more here   RT HHSGov The COVID19 pandemic is stressful for many people If you have 60 seconds you have time to do something for your MentalHealt Learn how quickly COVID19 spreads in a community from a family funeral and birthday party in Chicago EIS Officer Isaac Ghinai explains in this video how the cluster of cases originated and how the virus spread   Being able to provide such a large quantity of badly needed PPE was my way of contributing said CDC Health Scientist Rusty Enscore who led the inventory effort Learn more on how CDC shared 9 tons of protective gear with COVID19 responders   RT CPHOCanada Its normal for kids to have questions about COVID19 Providing children and youth with information and extra nurturing c RT GetCyberSafe Cyber criminals are using public concern around COVID19 to spread misinformation and defraud people of money or private RT SSCCA COVID19 info and resources Updates Stats and selfcheck toolsTheres an app for that Download the Canada COVID19 app to RT ESDCGC There are still many jobs in high demand despite the disruption of COVID19 on the Canadian economyCheck out the jobs avai DYK essential services workers like food supply continue to work at times in close proximity taking precautions amp wearing PPE where possible during the COVID19 pandemicThey ensure you have access to food to feed yourself and your family   RT PBCCLCC During the COVID19 pandemic it is normal to have feelings of loneliness anxiety sadness and anger It is important to ac This EPWeek2020 take the time to see what stuff you have lying at home that can help you build a basic emergency kit Reflecting on your own experience with COVID19 what would you add  
28-05-2020,993,121,Increase the spread of COVID19,14-05-2020, Today Prime Minister Justin Trudeau spoke with Managing Director of the International Monetary Fund Kristalina Georgieva to discuss the COVID19 crisis Read a summary of the call here  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Nurses work hard day and night serving Canadians and protecting our health and wellbeing This ThankYouThursday lets all take the opportunity to thank nurses for taking such good care of us COVID19  When you wear a cloth face covering you help protect those around you from COVID19 Help keep each other safe by continuing to properly wear cloth face coverings every time the entire time youre in public Learn more   If someone in your home gets sick with COVID19 do you know how to protect yourself and others This video offers special cleaning advice   RT DepSecHargan Everyone can help prevent spread of COVID19 Clara CDCgovs Coronavirus SelfChecker can help you decide when to cal Are you part of frontline staff or a dialysis technician in an outpatient hemodialysis facility Watch three brief training videos to help reinforce infection prevention knowledge and strategies to prevent the spread of COVID19   RT SurgeonGeneral Wearing face coverings in most non medical situations isnt to protect healthy wearers from COVID19 its to keep peo RT DepSecHargan During the COVID19 outbreak its important for everyone to know the difference between N95 respirators and surgical mas RT NIOSH New CDCgov instructional videos for healthcare personnel who are caring for COVID19 patients show how to safely put on and tak RT DepSecHargan If you must travel take these steps to protect yourself amp others from COVID19 during your trip More from CDCgov http RT cybercentreca Does physical distancing and remoteworking have you using teleconferencing more than ever COVID19  Learn more abo DYK essential services also include those working in finance education manufacturing etcMany in our communities continue to work day amp night ensuring Canadians have what they need during the COVID19 pandemic Thank you for your hard work  COVID19 remains the GoCs number one priority but we are actively monitoring flood levels across Canada Take some time to consider how you can be FloodReady   ThankYouThursday to all the front line personnel essential business workers grocers truck drivers and public transit employees We are ever grateful for your dedication to help Canadians during this challenging time COVID19 StrongerTogether 
06-06-2020,722,113,Increase the spread of COVID19,23-05-2020, Canadians have been staying home physical distancing and listening to public health advice which means we can restart some activities But COVID19 remains a serious health threat so we need to keep listening to science as we take steps to reopen the economy  Slow the spread of COVID19 while working from home Clean amp then disinfect surfaces such as tables desks phones tablets amp keyboards For electronic devices follow manufacturer instructions or use alcoholbased sprays containing at least 70 alcohol   This MemorialDay weekend if you choose to spend time outdoors stay 6ft apart amp wear a cloth face cover to slow the spread of COVID19 Learn more at   As states and localities move to resume civic life their school systems determine whether when and how to open CDC offers information to help schools protect students teachers administrators and staff and slow the spread of COVID19 Learn more   The latest CDC COVIDView report shows the percentage of visits to doctors offices and ERs for illnesses with symptoms likely related to COVID19 are declining nationally thanks in part a result of widespread efforts to slow the spread of COVID19   Avoid shopping for food amp other essentials inperson if youre not feeling well Order food amp other items online for home delivery or curbside pickup For more tips during COVID19 visit  
10-06-2020,472,63,Increase the spread of COVID19,27-05-2020, Today Prime Minister Justin Trudeau spoke with the President of Haiti Jovenel Mose to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  RT SafetyCanada Learn about the different forms of phishing and how to protect yourself during COVID19 GetCyberSafe  RT GovCanHealth During this difficult time its important to stay informed through sources you can trust Download the Canada COVID19 a Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Your day to apply for CECRA for small businesses depends on your province or territory Details  COVID19 RT CDCDASH May is MentalHealthMonth Everyone reacts differently to stressful situations including the COVID19 outbreak Parents You Take daily precautions to help prevent the spread of respiratory illnesses like COVID19 Learn how to protect yourself from coronavirus COVID19   CDC offers technical assistance amp resources to help inform state amp local school systems as they work with health officials to make communitybased decisions on opening K12 schools during the COVID19 pandemic   COVID19 affects people in all communities Awardwinning actor and tribal elder Wes Studi offers guidance to tribal communities to help slow the spread of coronavirus or Tsiichin Bii T in the Navajo language   RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1528239 people for COVID19 w an average 5 positive overall Based on the la RT CPHOCanada We need more volunteers across Canada to help show Canadians where cases of COVID19 are This crowd source network provid RT GetCyberSafe Are you working from home as a result of COVID19Dont leave yourself vulnerable Protect yourself and your organizati RT GovCanHealth It can be really hard for kids to understand why they have to stayhome and practice physicaldistancing during COVID19 RT Transportgc Canadians are advised to avoid all nonessential travel Learn more about the risk of getting COVID19 and prevention ht RT GovCanHealth During this difficult time its important to stay informed through sources you can trust Download the Canada COVID19 a RT JusticeCanadaEN Due to COVID19 children amp youth are spending more time on social media so they can interact amp stay in touch with fri Learn about the different forms of phishing and how to protect yourself during COVID19 GetCyberSafe  
13-06-2020,467,54,Increase the spread of COVID19,30-05-2020, While the percentage of lab specimens testing positive for COVID19 decreased nationally from last week the latest COVIDView report notes slight increases in the Southeast and Pacific Northwest Learn more   CDC has launched new longterm care training series for staff Watch five short videos to help refresh infection prevention knowledge and keep COVID19 out of your facility   There is a lot of information out there about COVID19 Get the facts straightFollow GovCanHealth and CPHOCanadaVisit  Download GoCs app  
17-06-2020,386,66,Increase the spread of COVID19,03-06-2020, Today Prime Minister Justin Trudeau spoke with members of the Organization of African Caribbean and Pacific States to discuss the global response to the COVID19 pandemic Read a summary of the virtual meeting here  RT GovCanHealth COVID19 is an especially difficult time for people with disabilities and those who care for them Working with the COVID As of June 2 More than 18 million COVID19 cases have been reported in the US with 34 states and jurisdictions reporting more than 10000 cases Continue to help slow the spread by staying home when sick and washing your hands often   RT SurgeonGeneral Handwashing is one of the best ways to prevent the spread of viruses like COVID19 Here are 5 things to know abou PetOwners If you have COVID19 or think you may have it avoid contact with pets just like with human family members Have another member of your household care for your pet if possible Learn more about what to do if you have pets   Youth Sports Organizations Consider implementing CDCs new tips for maintaining healthy operations during the COVID19 outbreak such as staggered schedules amp options for individuals at higher risk for severe illness More tips   Emergency department data collected by CDC surveillance networks indicate some patients may be delaying emergency care during the COVID19 pandemic Fewer visits for critical conditions might result in complications or death Learn more from CDCMMWR   Dental HCPs Today at 2pm ET log in to COCA Facebook profile or call in COCA Call Topic Guidance for Dental Settings During the COVID19 Response Learn more about the event at   Do not delay necessary medical care during the COVID19 pandemic Contact your healthcare provider when you have health concerns They can follow local and CDC guidance to provide safe care   RT GovCanHealth June 3 For the latest data on how the COVID19 outbreak is evolving in Canada visit our interactive COVID19 Situationa RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease  COVID19 Situ RT GetCyberSafe Spending more time indoors than usual during COVID19 Take this opportunity to make your home more cybersecure  review RT GovCanHealth COVID19 is an especially difficult time for people with disabilities and those who care for them Working with the COVID RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1751623 people for COVID19 w an average 5 positive overall Based on the la DYK the 7 signs of phishing scams Be cautious of the COVID19 information youre getting Follow GetCyberSafe and know what to look for  
