date,new_confirmed,category_value,category_label,Tweet_date,Tweet
17-05-2020,1138,-113,Decrease the spread of COVID19,03-05-2020, Families are feeling the social and economic impacts of COVID19 in their everyday lives Today Prime Minister Justin Trudeau highlighted that families receiving the Canada Child Benefit will get 300 extra per child in May to help them deal with added pressures  RT PSPCSPAC Today the GoC announced the creation of the COVID19 Supply Council This diverse group of leaders will provide advice to g RT GovCanHealth We all have a responsibility to practice physicaldistancing even if we dont have COVID19 symptoms Learn more about h RT Transportgc In response to COVID19 an official global travel advisory is in effect Avoid all nonessential travel until further no RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa Prime Minister Justin Trudeau announces an investment to develop expand and launch virtual care and mental health tools to support Canadians and help ease the burden on our health care system as we continue to deal with COVID19  Today Prime Minister Justin Trudeau highlighted that families receiving the Canada Child Benefit will get 300 extra per child in May to help them deal with the added pressures of COVID19 Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  The hospitalization rates for COVID19 in older people right now are similar to what is typically seen during a high severity flu season Learn more  According to the latest COVIDView report adults 65 years and older have the highest COVID19associated hospitalization rate followed by adults age 50 to 64 years Children have the lowest rates of COVIDrelated hospitalizations  Protect yourself from COVID19 while getting gas Use disinfecting wipes on handles amp buttons of gas pump before you touch them After you get gas amp pay wash your hands or use hand sanitizer with gt60 alcohol For more tips visit   Everyone can help prevent the spread of COVID19 Call your doctor if you have symptoms or have been in close contact with a person known to have COVID19 Learn more   Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities  
18-05-2020,1070,-68,Decrease the spread of COVID19,04-05-2020, Earlier today Prime Minister Justin Trudeau joined leaders from other countries civil society and industry to work together on accelerating the global development of COVID19 vaccines treatments and testing Learn more   Today Prime Minister Justin Trudeau joined other global leaders to launch the Coronavirus Global Response Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau spoke with the Prime Minister of Pakistan ImranKhanPTI to discuss the latest developments regarding the COVID19 pandemic Read a summary of the call here  RT HHSGov This year SpringCleaning takes on new importance Use these tips to target the novel coronavirus that causes COVID19 https When you wear a cloth face covering you help protect those around you from COVID19 Help keep each other safe by continuing to properly wear cloth face coverings every time the entire time youre in public Learn more   Were still learning about how COVID19 affects animals but it appears that people can spread the virus to animals in some situations Until we know more limit contact with pets if you are sick or feeling sick For more info see   DYK CDC is leading a new national partnership that coordinates rapid genomic sequencing of the virus that causes COVID19 This will help experts learn more about the virus and prevent disease spread Learn more   Its important to avoid close contact with people stay home and wash your hands frequentlyLearn more ways to protect yourself and others at  coronavirus COVID19  DYK essential services workers like information and communication techs continue to work at times in close proximity taking precautions and wearing PPE during the COVID19 pandemicThey ensure you have internet and phone services   This EPWeek2020 we thank all those on the frontlines of the fight against COVID19 for their courage and commitment We commend you for your service to Canadians every day but especially for your incredible efforts during this challenging time  RT CSCSCCen Its MentalHealthWeek With PhysicalDistancing measures in place due to COVID19 its the perfect time to focus on how i
19-05-2020,1040,-30,Decrease the spread of COVID19,05-05-2020, Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT HHSGov Handwashing remains one of the most effective ways to prevent the spread of COVID19 Find out how to wash your hands the right Everyone has a role to play to reduce and slow transmission of COVID19 Social distancing is one way to prevent the spread of COVID19 This means avoiding crowded places and maintaining distance from others More prevention tips   New Video Find ways to reduce your stress and help yourself and people you care about during the COVID19 pandemic Learn more   Resources are available to states tribes localities amp territories to help to get and keep America open See important info on identifying new COVID19 cases protecting healthcare workers and more   Today is WorldHandHygieneDay and we are thankful for the brave healthcare providers on the frontlines of COVID19 who make their CleanHandsCount Learn more   WGoblue At this time CDC has no data to suggest that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks Visit CDCs COVID19 How Coronavirus Spreads webpage for more information  RT CPHOCanada To continue to slow the spread of COVID19 it is vitally important that we all practice frequent handwashing This STOP While COVID19 remains at the top of everyones mind its important to remember that natural disasters can still happen anywhere amp at any time Take time this EPWeek2020 to work out an EmergencyPlan with the members of your household   RT PBCCLCC As part of its commitment to ensuring that victims voices are heard during the COVID19 pandemic the Parole Board of Canada Now more than ever we understand that we all have a role to play in EmergencyPreparedness Help protect yourself amp others against COVID19 by staying informed Learn more about how you can continue to help prevent the spread  EPWeek2020  RT rcmpgrcpolice Keeping kids safe online is always important especially during the COVID19 pandemic Listen to these tips from our exp
20-05-2020,1011,-29,Decrease the spread of COVID19,06-05-2020, Updated on May 6 Reported US cases of COVID19 total close to 12 million with 21 states reporting more than 10000 COVID19 cases Countylevel data and number of new cases by day are now available Visit   RT CDCDirector This NationalNursesDay I would like to recognize the CDCgov nurses who continue to work on the COVID19 outbreak by prov Read more about CDCs COVID19 case management guidance for correctional facility administrators   Parents Be prepared to discuss COVID19 with your children Watch this new video for tips on how to support your children during the COVID19 outbreak   HCP CDC has a guide for how to put on don and take off doff recommended PPE for caring for COVID19 patients Learn the steps here   Correctional facilities present unique challenges to slowing spread of COVID19 As of April 28 a total of 420 correctional facilities reported 4893 COVID19 cases among detained or incarcerated people amp 2778 cases among facility staff More CDCMMWR   The latest CDC COVIDView report shows that the proportion of death certificates coded as being related to COVID19 decreased from 248 two weeks ago to 146 this week  RT GovCanHealth Personal protective equipment PPE is essential to help fight COVID19 If you want to donate PPE and other medical sup RT CIHRIRSC Professor UTMPsychology Judith Andersen awarded over 1M in funding to help first responders manage stress COVID19 menta Selfcare is a part of being EmergencyReady If youre finding it difficult to cope during COVID19 check out GovCanHealths Wellness Together Canada portal for support tools amp resources available to you  EPWeek2020  RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa RT JusticeCanadaEN For some young people stayingathome due to COVID19 may feel like being trapped in a place that is not safe They ma RT GovCanHealth LIVE Federal ministers and health officials provide COVID19 update  RT CEMHWCESMMT Today take 5 to GetReal for GCMentalHealthReach out to a COVID19 frontline worker Thank them Ask them how they As we continue the fight against the spread of COVID19 we urge Canadians to take time to reflect on how being EmergencyReady has helped prepare them Share some of the lessons youve learned to help you amp your family be better prepared for future emergencies using EPWeek2020 
22-05-2020,1156,-45,Decrease the spread of COVID19,08-05-2020, RT canadabusiness ICYMI heres your update on COVID19 supports New Business Benefits FinderAdditional support for s farmers RT ISEDCA The GoC is paving the path to economic recovery from COVID19 by establishing a new Industry Strategy Council that will guide RT CdnHeritage Find out how we are supporting cultural heritage and sport organizations during COVID19More  h Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Yesterday Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read about their discussion  Most key indicators used to track COVID19 such as the percentage of deaths attributed to pneumonia influenza or COVID19 fell from the prior week CDC will continue to monitor closely in the coming weeks See COVIDView report   Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   Access the COVID19 Management Assessment and Response CMAR tool here  Stopping COVID19 spread in correctionaldetention facilities is challenging CDCMMWR report describes a tool used in Louisiana to assess needs and guide strategies to protect incarcerateddetained people from COVID19 Learn more   New Video We all have a role to play to reduce and slow the spread of COVID19 Keeping 6 feet of physical distance between yourself and others is an essential step Watch to learn more   RT NIOSH Are you a small business owner CDCgovs new factsheet can help you prepare your business for disruption during the COVID19 ou Wellchild visits and vaccinations may have been delayed during COVID19 stayathome guidance New data show decreases in ordering amp administering of essential lifesaving childhood vaccines during the first four months of 2020 Learn more in CDCMMWR   Wear a cloth face covering to help slow the spread of COVID19 Learn more about these coverings and how you can make one   RT CSCSCCen We all have a role to play in preventing the spread of COVID19 A series of vital public health measures can help protect RT rcmpgrcpolice The RCMP is dedicated to preventing the spread of COVID19 We urge boaters to stay safe Marine travel between  a RT CPHOCanada We know some populations are significantly and disproportionately impacted by COVID19 Updated guidance for people with d Dont fall for COVID19 scams Remember to only follow official sources like CPHOCanada and GovCanHealth to obtain information  As we continue the fight against COVID19 spread we know that we remain at risk of other disasters incl flooding storms amp wildfires Stay informed amp vigilant by learning more about the risks in your region EPWeek2020   
23-05-2020,1141,-15,Decrease the spread of COVID19,09-05-2020, For the past few weeks the Government of Canada has been focused on getting people the help they need as quickly as possible Today Prime Minister Justin Trudeau highlighted some of the latest measures to support Canadians during the COVID19 pandemic  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  We know COVID19 is causing anxiety for many of us BeKindToYourMind during these challenging times CDC and Google are partnering to share reliable trusted information about ways to cope with stress Learn more   RT NIOSH Grocery and food retail workers may be at risk for exposure to COVID19 CDCgovs new fact sheet provides steps and everyday ac New laboratory guidance can help statelocal health depts medical examiners amp coroners collecting autopsy specimens for COVID19 testing Accurate determination of cause of death in deceased patients is critical in state and national data analysis   As we close EPWeek2020 we want to thank Canadians for continuing to do their part to fight COVID19 spread and help build safer more resilient communities StayHomeSaveLives  
24-05-2020,1078,-63,Decrease the spread of COVID19,10-05-2020, Visits to doctors offices and emergency rooms for illnesses with symptoms compatible with COVID19 are declining nationally likely in part a result of widespread efforts to slow the spread of COVID19 See the data in the latest COVIDView  
25-05-2020,1012,-66,Decrease the spread of COVID19,11-05-2020, Today Prime Minister Justin Trudeau spoke with the Prime Minister of Fiji Frank Bainimarama to discuss the latest developments on the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau spoke with the President of Colombia IvanDuque Mrquez to discuss the latest developments on COVID19 in each of their countries and around the world Read a summary of the call here  The Government of Canada is helping businesses through this extraordinary time  including forprofit notforprofit and charitable enterprises  to ensure that workers across Canada can keep their jobs Learn more  COVID19  RT TCSSDC Are you a Canadian manufacturer or business that can help Canada meet its need for COVID19 medical supplies We want to hear Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT HHSGov As part of the CARES Act HHS is distributing 175 billion to healthcare providers caring for COVID19 patients SecAzar break PublicHealthReports has announced a Call for Papers on COVID19 inviting publichealth practitioners and academic researchers to share challenges lessons learned and opportunities for public health practice Learn more here   You can help slow the spread of COVID19 Practice socialdistancing Keep at least six feet of physical distance between yourself and others Wear a cloth face covering when out for essential trips More tips at   I saw this as a great opportunity to be more on the front lines said Jill Brown a CDC Health Communication Specialist who was a part of the first wave of responders that helped screen passengers for COVID19 at San Francisco International Airport   Between March 11 and May 2 a total of 32107 people died in New York City NYC Dept of Health and Mental Hygiene data showed more than 18879 COVID19 laboratoryconfirmed or probable COVID19associated deaths See analysis in CDCMMWR   Californias arriving traveler monitoring for COVID19 was limited by poor quality of received traveler data high volume of travelers amp asymptomatic transmission Read more about lessons learned in this CDCMMWR   Caring for someone with COVID19 Prevent your own illness by practicing everyday preventive actions Clean hands often avoid touching your face with unwashed hands limit contact with anyone who is sick amp frequently clean and disinfect surfaces More   COVID19 caregivers A person who is sick with COVID19 should wear a cloth face covering if possible to help prevent the virus from spreading to others Learn more about how to care for someone who is sick   If you have chronic lung disease or asthma you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to protect yourself and slow the spread at  COVID19  This PoliceWeek we would like to thank all members of the law enforcement community for their hard work and sacrifice to keep Canada safe and secure especially during COVID19  RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt
26-05-2020,936,-76,Decrease the spread of COVID19,12-05-2020, RT GovCanHealth Travellers returning to Canada You are required to provide info upon entry for COVID19 Help reduce wait times and poin RT GovCanHealth Kids just like adults have an important role to play in the fight against COVID19 Find resources that you can use to Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Protect yourself and others from COVID19 when out shopping This video shows you how   CDCs Dr Arjun Srinivasan amp Dr Neil Gupta joined doximity in a new QampA about optimizing personal protective equipment PPE healthcare worker safety and systemlevel strains related to COVID19 Read here  RT NIH In recognition of MentalHealthMonth use these resources from NIHs nimhgov to help raise awareness about coping with COVID19 RT CDCDirector I extend my sincerest gratitude to the healthcare workers on the frontline of COVID19 and the essential emergency personn RT CDCDirector I would like to recognize the tireless commitment of CDC staff who have deployed all over the US to fight COVID19 Techni After choir practice in Skagit County Washington 52 members became ill with COVID19 symptoms COVID19 spreads easily between people Avoid groups stay at least 6 feet apart and wear cloth face coverings to reduce spread Learn more from CDCMMWR   This marks the third consecutive week during which the percentage of deaths associated with COVID19 has declined but the percentage remains high compared to most influenza seasons  The latest COVIDView report shows that the proportion of death certificates coded as being related to COVID19 decreased from 255 the week ending April 11th to 106 the week ending May 2nd  RT SurgeonGeneral In the midst of the COVID19 pandemic its understandable that many Americans may experience heightened stress or anx Take action to slow the spread of COVID19 by wearing a cloth face covering in public spaces keeping at least 6 feet of physical distance amp frequently washing your handsMake a cloth face covering from a tshirt scarf or cloth napkin Learn more at   States tribal local amp territorial officials Resources are available to help quickly identify new COVID19 cases break chains of transmission and protect first responders and healthcare workers from infection   RT GovCanHealth What does the Canada COVID19 app offer A selfassessment tool statistics updates resources and more Download it tod RT NewsroomGC COVID19  Temporary suspension of service at select Canadian border services locations  RT GovCanHealth Kids just like adults have an important role to play in the fight against COVID19 Find resources that you can use to RT StatCaneng Has your sense of safety been affected by the COVID19 pandemic Share your perceptions of crime and safety in your commu RT GovCanHealth Travellers returning to Canada You are required to provide info upon entry for COVID19 Help reduce wait times and poin RT DeputyPMCanada Its important to prioritize your cyber safety during COVID19 While you work and stay socially connected online lea
27-05-2020,872,-64,Decrease the spread of COVID19,13-05-2020, Over the past few weeks the Government of Canada has unveiled a number of measures to help businesses stay afloat during the COVID19 crisis including targeted support for regional businesses Learn more about the Regional Relief and Recovery Fund   Students and new grads who are unable to find work due to COVID19 will be able to apply for the Canada Emergency Student Benefit starting Friday Learn more about eligibility and how you can apply   Today Prime Minister Justin Trudeau spoke with the Prime Minister of Saint Lucia Allen Chastanet to discuss the latest developments in the COVID19 pandemic in each of their countries and around the world Read a summary of the call here  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Updated on May 13 Reported US cases of COVID19 are now close to 14 million 28 states report 10000 cases New interactive charts show cases by race and ethnicity   RT SurgeonGeneral One more important point about COVID19 and face coverings data suggests many people who have coronavirus are asympt Get advice on how to care for someone at home who either has or may have COVID19 If you have additional questions visit   If one piece of PPE saves someones life mission accomplished said Rusty Enscore a CDC Health Scientist who led the inventory effort CDC shared 9 tons of protective gear with COVID19 responders Read more   CDC experts joined doximity in a new QampA to discuss optimizing personal protective equipment PPE healthcare worker safety and systemlevel strains related to COVID19 Read the full interview  The latest COVIDView report shows adults 65 years and older have the highest rates of COVID19associated hospitalizations followed by adults age 50  64 Hospitalization rates are cumulative and will continue to rise with ongoing COVID19 activity   RT NIOSH Providing care to others during COVID19 can lead to stress anxiety fear and other strong emotions CDCgov has tips to help RT SurgeonGeneral Washing your hands remains one of the best ways to prevent the spread of viruses like COVID19 Here are 5 things t RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1169380 people for COVID19 w an average 6 positive overall In recent weeks RT CPHOCanada PHAC is using a crowdsourcing system to track COVID19 across Canada See what fellow Canadians are reporting in your ar RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa RT CPHOCanada  KeepItUp to help stop transmission of COVID19  continue to wash your hands frequently practice PhysicalDistancing RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt
29-05-2020,906,-87,Decrease the spread of COVID19,15-05-2020, Research staff in Canada are the source of new innovations and ideas that help keep us healthy protect our environment and drive our economy Today PM Trudeau announced funding to help Canadas academic research community during the COVID19 pandemic   Business owners the Canada Emergency Wage Subsidy will be extended by another three months to the end of August If youre a business owner or a worker the Government of Canada is here for you now and throughout the summer Learn more  COVID19  RT FinanceCanada We have extended the Canada Emergency Wage Subsidy CEWS to help more workers affected by COVID19  Learn more https Today Prime Minister Justin Trudeau spoke with Prime Minister BorisJohnson of the United Kingdom to discuss the COVID19 pandemic response Read a summary of the call here  Today Prime Minister Justin Trudeau announced funding to help Canadas academic research community during the COVID19 pandemic Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Attention postsecondary students and recent grads If youre ineligible for the CERB or EI and youre unable to work due to COVID19 you can apply for the Canada Emergency Student Benefit today More info   Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers on continued efforts to address the impacts of COVID19 Read a summary of the call here  The latest CDC COVIDView report shows the percentage of visits to doctors offices and ERs for illnesses likely related to COVID19 are declining nationally likely in part a result of widespread efforts to slow the spread of COVID19   Criminals often take advantage of world events such as COVID19 If you think youre a victim of a scam or attempted fraud involving COVID19 contact the National Center for Disaster Fraud hotline by phone at 18667205721 or email at disasterleogov  Most people with COVID19 can recover at home Take special steps to care for someone who is sick at home and help keep the rest of your household healthy too For additional advice visit   RT HHSASH I want to emphasize this message from AAPNews related to COVID    Dont be afraid to take your child If you have signs of a heart attack or stroke while staying at home during COVID19 call 911 right away Emergency responders and emergency departments have plans in place to help protect you from COVID19 Learn more   RT SurgeonGeneral Mental illness is more common than you might think Learn how to protect your MentalHealth during COVID19 amp beyond Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   RT NIOSH Whether you are going into work or teleworking COVID19 has probably changed the way you work Fear and anxiety about this dise CDC tracks 12 different forecasting models of possible COVID19 deaths in the US As of May 11 all forecast an increase in deaths in the coming weeks and a cumulative total exceeding 100000 by June 1 See national amp state forecasts   RT CPHOCanada 13 Health Canada GovCanHealth has authorized the first COVID19 serological test that will enable labs in Canada to test If youre a Canadian manufacturer or business that can assist Canada in meeting the need for medical supplies during COVID19 your help is neededFor more info 
30-05-2020,772,-134,Decrease the spread of COVID19,16-05-2020, The Canadian Red Cross plays a critical role in our response to COVID19 Today the Government of Canada announced support for the organization so it can continue to provide the expertise and services we rely on More details   In July the Government of Canada will increase the CanadaChildBenefit to give parents extra support as they deal with regular everyday expenses and the extra challenges caused by COVID19 Learn more   RT SafetyCanada GoC announces support for redcrosscanada to help with the ongoing COVID19 response and future responses to floods and Today Prime Minister Justin Trudeau announced funding to help RedCrossCanada meet increased demand due to COVID19 and to support future floods and wildfire relief efforts Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT GovCanHealth Is COVID19 affecting your mentalhealth Are you worried about your substance use Visit the Wellness Together Canada po The latest CDC COVIDView report shows adults 65 continue to have the highest rates of COVID19associated hospitalizations followed by adults age 50  64 Hospitalization rates are cumulative and will continue to increase as the pandemic unfolds   Practice social distancing by putting space between yourself and others Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if youre sick to help slow the spread of COVID19 Learn more   Strokes still happen during a pandemic Remember FAST Face Arms Speech Time to call 911 This simple reminder can help you recognize the signs and symptoms of a stroke and possibly save a life Learn more  COVID19  GoC announces support for redcrosscanada to help with the ongoing COVID19 response and future responses to floods and wildfires   Lindsey Parsons  redcrosscanada  RT WomenCanada GC supports over 500 womens shelters and sexual assault centres during the COVID19 pandemic   We can all do our part in preventing the spread of COVID19 For more info visit   or contact 18337844397 
31-05-2020,757,-15,Decrease the spread of COVID19,17-05-2020, Protect yourself from COVID19 while getting gas Use disinfecting wipes on handles amp buttons of gas pump before you touch them After you get gas amp pay wash your hands or use hand sanitizer with gt60 alcohol For more tips visit   Health Depts CDC guidance on COVID19 contact tracing is now available to help plan implement and enhance COVID19 case investigation and contact tracing efforts Learn more   Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   Multisystem inflammatory syndrome in children MISC appears to be associated with COVID19 CDC recommends healthcare providers report suspected cases to local state or territorial health departments See Health Advisory issued  
02-06-2020,705,-53,Decrease the spread of COVID19,19-05-2020, To give more businesses access to the support they need so they can help protect workers and the jobs they rely on the Government of Canada is expanding the eligibility criteria for the Canada Emergency Business Account Learn more  COVID19  RT ESDCGC Hey Employers Are you in need of staff to help s response to COVID19JobBank offers free job listings across the countr Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT HHSGov Its EMSWeek and COVID19 has made emergency medical work more demanding than ever Thank you EMS heroes for staying strong RT HHSGov News HHS is delivering new funding to states territories and tribes to support testing for COVID19 Read the full news rel Thank you to all dialysis staff protecting vulnerable patients from COVID19 CDCs new training webinars can help to prevent the spread in your facility   RT HHSGov Wearing a cloth face covering in public slows the spread of COVID19 and shows you care about the health of your community Ma Does wearing a face covering mean you dont have to practice social distancing The answer is no Wearing a cloth face covering while in public AND maintaining 6 ft of distance from other people are two actions to help stop the spread of COVID19   After 2 people with COVID19 attended church gatherings in Arkansas in early March 35 attendees acquired the disease Follow CDC guidelines amp consult with local public health officials when resuming inperson operations Learn more from CDCMMWR   Do you operate a pool or water playground You can help prevent the spread of COVID19 Follow these health and safety tips   HCPs Today at 2pm ET log in to COCA Facebook profile or call in COCA Call Topic Multisystem Inflammatory Syndrome in Children MISC Associated with Coronavirus Disease 2019 COVID19 Learn more about the event at   RT csiscanada Do you have questions about COVID19  Download the Government of Canadas app that helps you stay informed Find it here RT TravelGoC Abroad Stay safe Read on for important advice   COVID19  RT StatCaneng Please participate in this short online questionnaire to help us better understand the overall impacts of COVID19 on Cana RT GetCyberSafe Malware is one of the most common forms of COVID19 scams But there are steps you can take to make yourself less vulnera RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa Protect yourself from fraudsters looking to profit from misinformation and uncertainty during COVID19 Follow GetCyberSafe  
03-06-2020,675,-30,Decrease the spread of COVID19,20-05-2020, The Canada Emergency Commercial Rent Assistance program will provide rent relief to small businesses while helping property owners maintain rental income during the COVID19 pandemic Learn more   Today Prime Minister Justin Trudeau spoke with the Prime Minister of Barbados and current Chair of CARICOM MiaAmorMottley to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau announced that application documents and updated criteria for Canada Emergency Commercial Rent Assistance for small businesses are now available Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  CDC has new info to help camps youth sports K12 schools amp higher ed and restaurants amp bars operate during COVID19 These materials emphasize the importance of working w local health officials to make decisions amp help prevent spread of COVID19 See   Updated on May 20 More than 15 million cases of COVID19 have been reported in the US 29 states report 10000 cases You can now find the number of cases by age group   Handwashing is one of the best ways to protect yourself and your family from getting sick Learn when and how you should wash your hands to stay healthy  COVID19  Meet CDC Health Communication Specialist Jill Brown who was part of the first wave of CDC responders helping screen passengers arriving at San Francisco International Airport for COVID19 Read more about her experience   Getting takeout while slowing the spread of COVID19 Order amp pay online or by phone accept takeout without inperson contact if possible stay 6 feet away from others amp wash your hands with soap amp water after bringing home your food   Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa RT Transportgc If you are flying within or outside of Canada you will be subjected to COVID19 measures such as a health check before RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt Text email or call to check in with your neighbours who might be at a higher risk Offer to get them food or supplies they might need COVID19  
04-06-2020,641,-34,Decrease the spread of COVID19,21-05-2020, RT CanRevAgency My Account can help you manage your tax and benefit affairs during the COVID19 pandemic Sign up for My Account to updat Today Prime Minister Justin Trudeau spoke with the President of Mozambique Filipe Nyusi to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  Watch Prime Minister Justin Trudeaus full remarks on help available for business owners affected by COVID19  Today Prime Minister Justin Trudeau announced new funding for Indigenous organizations providing services to Indigenous peoples in urban centres and off reserve Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT CDCGlobal Caring for your mental health is important Find ways you and your family can reduce stress during COVID19  RT NIOSH Fire management agencies should encourage personnel to selfmonitor for symptoms of COVID19 Firefighters who have symptoms sh RT CDCemergency If you employ waste collectors or recyclers you should have a COVID19 health amp safety plan to protect employees See ne Take action to slowthespread of COVID19 Wear a cloth face covering in public spaces keep at least 6 feet of physical distance and frequently wash your hands Learn more   Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   RT SecAzar HHSGov is providing 225 million for COVID19 testing in rural communities Further expanding testing capacity is a crucial RT fema COVID19 wont stop other disasters from happening but it will adjust how we prepare for them Today we released guidance amp re Thank you to all the rcmpgrcpolice detachments that have been working tirelessly to keeping Canadian communities safe We are forever grateful for your sacrifice and dedication during these challenging times ThankYouThursday COVID19  RT JusticeCanadaEN For some people stayingathome and selfisolation due to COVID19 can mean being trapped at home in an abusive situati RT NewsroomGC As MemorialDay approaches CanBorder reminds travellers that COVID19 restrictions on all discretionary nonessential t RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1372929 people for COVID19 w an average 5 positive overall In recent  week RT CPHOCanada FluWatchers participants should report every week healthy OR sick This helps ensure the COVID19 data is as accurate as RT SSCCA Questions about COVID19 Not only is there an app for that but GovCanHealths virtual assistant is also there to help you qu
