date,new_confirmed,category_value,category_label,Tweet_date,Tweet,Tweet Prediction
20-04-2020,2045,613,Increase the spread of COVID19,19-04-2020, Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Sudden changes in routine amp being home all the time during the COVID19 outbreak can be hard for children Watch for signs of stress in your child such as excessive worry amp difficulty concentrating See more tips   Be aware of COVID19 phishing scams Fraudsters and scammers want to profit from consumers fears uncertainties and misinformationProtect yourself ,1
22-04-2020,1768,177,Increase the spread of COVID19,21-04-2020, Through the Emergency Community Support Fund the Government of Canada is giving more resources to charities and nonprofits so they can adapt to the new realities and difficulties brought on by COVID19 More on todays announcement   Today Prime Minister Justin Trudeau announced an investment to support vulnerable Canadians through charities and nonprofit organizations that deliver essential services to those in need Details  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Cover your cough COVID19  spreads through respiratory droplets when an infected person coughs sneezes or talks Additionally it can also be spread when someone is not showing symptoms Take everyday precautions to do your part to stop the spread   Protect yourself from COVID19 while getting gas Use disinfecting wipes on handles amp buttons of gas pump before you touch them After you get gas amp pay wash your hands or use hand sanitizer with gt60 alcohol For more tips visit   Social distancing is crucial to stopping the spread of COVID19 but it may make some people feel culturally isolated including American Indian and Alaska Native communities Learn how to cope with social distancing in your tribal community   States tribal local amp territorial officials Resources are available to help quickly identify new COVID19 cases break chains of transmission and protect first responders and healthcare workers from infection   Rural Health Partners Be sure to join a webinar tomorrow at 4 pm ET for updated COVID19 guidance with public health practitioners healthcare providers and others working to protect the health of rural communities Register here   Together we can help slow the spread of coronavirus Learn ways to protect yourself and others at  COVID19  RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt,1
23-04-2020,1920,152,Increase the spread of COVID19,22-04-2020, RT GovCanHealth Want to help combat COVID19  You can do so by donating personal protective equipment PPE Please complete the subm Attention students and recent grads The Government of Canada is helping to ensure more of you get the financial support you need and the opportunities and experience you were counting on More information here  COVID19  Today Prime Minister Justin Trudeau announced comprehensive support for postsecondary students and recent graduates affected by COVID19 Get the details   Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT USFDA People who have fully recovered from COVID19 for at least two weeks are encouraged to consider donating plasma which may help Updated on April 22 50 US states DC amp 4 US territories have reported cases of COVID19 Of those 27 report COVID19 cases are widespread This is 7 fewer states reporting widespread cases than last week Learn more   New COVIDNET data reported more than 6000 COVID19 hospitalizations Of these almost 2000 had raceethnicity info When compared to residents in COVIDNET counties NonHispanic black people were disproportionately affected by COVID19 hospitalizations   RT SurgeonGeneral USFDA amp HHSgov encourage those who have fully recovered from COVID19 to contact your local blood or plasma donati Help prevent COVID19 when ordering and accepting delivery food Order amp pay online or by phone have the delivery person leave items in a safe spot outside your home amp wash your hands after bringing in items   Residents amp staff tested positive for COVID19 in 4 cities that were included in a new CDCMMWR report Testing can facilitate isolation of infected people regardless of symptoms to help slow the spread in shelters Learn more   You can help slow the spread of COVID19 Practice socialdistancing Keep at least six feet of physical distance between yourself and others Wear a cloth face covering when out for essential trips More tips at   Given the shortage of N95 respirators during this global outbreak of COVID19 its important to understand the difference between N95 respirators and surgical masks and how both are intended to protect healthcare workers Learn more from NIOSH   On March 30 a homeless shelter resident in Seattle tested positive for COVID19 KCPubHealth and CDC investigated the case and oversaw testing of residents and staff leading to early identification and prevention of other cases Learn more in CDCMMWR   Tribal leaders You can help safeguard your communities from COVID19 during funerals and burials Actions like social distancing can help stop the spread of coronavirus Learn more guidance for funerals and burials for tribal communities   RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt Fake websites related to COVID19 are being used by cyber attackers to spread disinformation or to scam people Learn how to protect yourself  ,1
26-04-2020,1541,75,Increase the spread of COVID19,25-04-2020, The Government of Canada is giving fish and seafood processors more resources to adapt to the many challenges brought on by COVID19 and above all keep workers safe Details on todays announcement   Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read about their discussion  Getting takeout while slowing the spread of COVID19 Order amp pay online or by phone accept takeout without inperson contact if possible stay 6 feet away from others amp wash your hands with soap amp water after bringing home your food   Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   COVID19Surge is a spreadsheetbased tool that hospital administrators and public health officials can use to estimate the surge in demand for hospitalbased services during the COVID19 pandemic Learn more   Beware of unsolicited texts and emails related to COVID19Be cautious if the tone of the message is urgent or threateningLook for typosUse trusted antimalware software ,2
27-04-2020,1605,64,Increase the spread of COVID19,26-04-2020, Meat and poultry processing facilities face unique challenges to prevent and control COVID19 transmission CDC and OSHADOL have developed guidance to help facilities decrease the spread of COVID19 See more about how to reduce risk   If you have symptoms of COVID19 and want to get tested call your doctor first Also check with your state or local health department which will have the latest information on testing Learn more   Thinking about a trip to the store Before making an essential trip check your pantry and cabinets to see if other food or care items are available for immediate use Limiting contact with others can help stop the spread of COVID19 Learn more  ,1
29-04-2020,1571,45,Increase the spread of COVID19,28-04-2020, Today Prime Minister Justin Trudeau spoke with the Prime Minister of India NarendraModi to discuss the latest developments regarding the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau announced that the federal provincial and territorial governments have come together and agreed to a set of common principles for restarting the Canadian economy Read more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau spoke with British Columbia Premier John Horgan to discuss the evolving COVID19 situation Read a summary of the call here  To help employers keep and rehire workers amidst the challenges posed by the COVID19 pandemic the Government has implemented the Canada Emergency Wage Subsidy Applications are now open  learn more   Protect your pets if you are sick with COVID19 Limit exposure to pets and have someone else care for them if possible If you must be around animals while sick wash your hands before and after interacting with them Learn more   If your childcare program is reopening or staying open during COVID19 physicaldistancing can help everyone stay safe For example keep children in the same group each day amp dont mix children between groups More info here   RT GovCanHealth Weve more than doubled FluWatcher participants with 6000 Canadians tracking COVID19 and other flulike illnesses Th RT CanBorder NowIsNotTheTime to travel for nonessential purposes StayHome to help fight the spread of COVID19 and help FlattenTheCu RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt We can all do our part in preventing the spread of COVID19 For more info visit  or contact 18337844397 ,0
30-04-2020,1639,68,Increase the spread of COVID19,29-04-2020, Today Prime Minister Justin Trudeau spoke with the President of the EUCommission Ursula vonderLeyen to discuss COVID19 Read a summary of the call here  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  As the federal provincial and territorial governments continue to work collaboratively to get things back to normal the top priority is keeping all Canadians safe Learn more about yesterdays announcement  COVID19  Today Prime Minister Justin Trudeau spoke with Ontario Premier Doug Ford to discuss the ongoing fight against COVID19 Read a summary of the call here  Updated on April 29 Reported US cases of COVID19 total more than 1 million 19 states report 10000 cases Continue to wear a cloth face covering amp keep 6 feet of physical distance between yourself amp others when in public   Everyone can help prevent spread of COVID19 Clara the Coronavirus SelfChecker can help you decide when to call your doctor if you are feeling sick Start using Clara here   RT SurgeonGeneral This WellnessWednesday find ways to be active with your family while you StayHome to slow the spread of COVID19 S RT SurgeonGeneral Washing your hands remains one of the best ways to prevent the spread of COVID19 Here are 5 things you should kno RT NIH From communicating about coronavirus to info on relaxation techniques our newly released COVID19 social media resources page ha Living with older family members or others at higher risk of severe illness from COVID19 Help protect your household by only leaving your house when absolutely necessary Get more info here   1 in 4 people hospitalized with COVID19 in Georgia during March 2020 were under age 65 and had no highrisk medical conditions Social distancing is important to protect everyone Learn more from CDCMMWR   If youre undergoing treatment for cancer you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to protect yourself and slow the spread at  COVID19  RT GovCanHealth Health Canada pledges its support to counter the COVID19 pandemic together with the International Coalition of Medicines Fake websites related to COVID19 are being used by cyber attackers Know how to spot themCheck web addresses for spelling mistakesNavigate to the page using a search engineFor more tips   RT GovCanHealth Stay informed about COVID19 Sign up to Get Updates on COVID19  RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt DYK essential services workers like energy amp utilities continue to work at times in close proximity taking precautions amp wearing PPE where possible during the COVID19 pandemicThey ensure you have electricity for your home amp your devices  ,1
01-05-2020,1825,186,Increase the spread of COVID19,30-04-2020, Wearing a cloth face covering CORRECTLY can help prevent the spread of COVID19 to others When you go out on essential trips follow these dos If you have a child remember those under age 2 should not wear a face covering See   RT CDCInjury We work across sectors w new ActionAlliance National Mental Health amp Suicide Response Effort to COVID19 NationalMentalH Protect yourself from COVID19 while bringing in your mail amp deliveries Avoid inperson contact when accepting packages and wash your hands or use hand sanitizer with gt60 alcohol after opening your mail Get more tips   With many Americans experiencing emotional distress due to COVID19 CDC is proud to join the ActionAlliance for the launch of the Mental Health amp Suicide Prevention National Response to COVID19  NationalMentalHealthResponse  The David J Sencer CDC Museum is closed due to COVID19 but its staff is working hard to document the agencys and the nations response to the pandemic See CNTraveler to learn what CDC Museum Curator Louise Shaw amp her team are working on  As we continue our fight against COVID19 spread we are reminded of the importance of EmergencyPreparedness EPWeek2020 is May 39 amp our chosen theme is Preparedness  Response  Recovery Check out our website to learn more   RT SSCCA The GC has established a number of programs designed to support Canadians through the COVID19 pandemicgt CERB  RT GovCanHealth Lets work together to help stopthespread of COVID19 in our community by staying home Learn more about how you can hel Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities ,1
03-05-2020,2760,1107,Increase the spread of COVID19,02-05-2020, Yesterday Prime Minister Justin Trudeau spoke with the Prime Minister of New Zealand JacindaArdern to exchange views on their respective national measures to combat the COVID19 pandemic Read a summary of the call here  Given the shortage of N95 respirators during this global outbreak of COVID19 its important to understand the difference between N95 respirators and surgical masks and how both are intended to protect healthcare workers Learn more from NIOSH   Louise E Shaw and team at the David J Sencer CDC Museum are busy collecting documents photos and testimonials from responders at CDC and on the front lines of the COVID19 pandemic Learn more about their work in CNTraveler  CDC amp partners are working together to coordinate genomic sequencing of the virus that causes COVID19 This will help experts monitor changes in the virus support contact tracing advance COVID19 research amp aid in diagnostics amp therapeutics See more   If youre a Canadian manufacturer or business that can assist Canada in meeting the need for medical supplies during COVID19 your help is neededFor more info ,1
06-05-2020,1450,176,Increase the spread of COVID19,05-05-2020, Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT HHSGov Handwashing remains one of the most effective ways to prevent the spread of COVID19 Find out how to wash your hands the right Everyone has a role to play to reduce and slow transmission of COVID19 Social distancing is one way to prevent the spread of COVID19 This means avoiding crowded places and maintaining distance from others More prevention tips   New Video Find ways to reduce your stress and help yourself and people you care about during the COVID19 pandemic Learn more   Resources are available to states tribes localities amp territories to help to get and keep America open See important info on identifying new COVID19 cases protecting healthcare workers and more   Today is WorldHandHygieneDay and we are thankful for the brave healthcare providers on the frontlines of COVID19 who make their CleanHandsCount Learn more   WGoblue At this time CDC has no data to suggest that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks Visit CDCs COVID19 How Coronavirus Spreads webpage for more information  RT CPHOCanada To continue to slow the spread of COVID19 it is vitally important that we all practice frequent handwashing This STOP While COVID19 remains at the top of everyones mind its important to remember that natural disasters can still happen anywhere amp at any time Take time this EPWeek2020 to work out an EmergencyPlan with the members of your household   RT PBCCLCC As part of its commitment to ensuring that victims voices are heard during the COVID19 pandemic the Parole Board of Canada Now more than ever we understand that we all have a role to play in EmergencyPreparedness Help protect yourself amp others against COVID19 by staying informed Learn more about how you can continue to help prevent the spread  EPWeek2020  RT rcmpgrcpolice Keeping kids safe online is always important especially during the COVID19 pandemic Listen to these tips from our exp,0
08-05-2020,1512,86,Increase the spread of COVID19,07-05-2020, The Government of Canada is working with the provinces and territories to give a muchneeded wage boost to essential workers who are helping to keep our country moving Get the details on todays announcement  COVID19  Today Prime Minister Justin Trudeau announced that all provinces and territories have confirmed or are in the process of confirming plans to cost share wage topups for their essential workers Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Prime Minister Justin Trudeau spoke with the Prime Minister of Tuvalu Kausea Natano regarding the latest developments in the COVID19 pandemic Read a summary of the call here  New Video Together we can stop the spread of COVID19 by physical distancing practicing good hygiene and avoiding nonessential travel Watch to learn more about how you can help slow the spread   New CDC instructional videos for healthcare personnel who are caring for COVID19 patients show how to safely put on and take off recommended personal protective equipment PPE Watch the videos and learn more here   RT HHSGov The COVID19 pandemic is stressful for many people If you have 60 seconds you have time to do something for your MentalHealt Learn how quickly COVID19 spreads in a community from a family funeral and birthday party in Chicago EIS Officer Isaac Ghinai explains in this video how the cluster of cases originated and how the virus spread   Being able to provide such a large quantity of badly needed PPE was my way of contributing said CDC Health Scientist Rusty Enscore who led the inventory effort Learn more on how CDC shared 9 tons of protective gear with COVID19 responders   RT CPHOCanada Its normal for kids to have questions about COVID19 Providing children and youth with information and extra nurturing c RT GetCyberSafe Cyber criminals are using public concern around COVID19 to spread misinformation and defraud people of money or private RT SSCCA COVID19 info and resources Updates Stats and selfcheck toolsTheres an app for that Download the Canada COVID19 app to RT ESDCGC There are still many jobs in high demand despite the disruption of COVID19 on the Canadian economyCheck out the jobs avai DYK essential services workers like food supply continue to work at times in close proximity taking precautions amp wearing PPE where possible during the COVID19 pandemicThey ensure you have access to food to feed yourself and your family   RT PBCCLCC During the COVID19 pandemic it is normal to have feelings of loneliness anxiety sadness and anger It is important to ac This EPWeek2020 take the time to see what stuff you have lying at home that can help you build a basic emergency kit Reflecting on your own experience with COVID19 what would you add  ,2
12-05-2020,1176,43,Increase the spread of COVID19,11-05-2020, Today Prime Minister Justin Trudeau spoke with the Prime Minister of Fiji Frank Bainimarama to discuss the latest developments on the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau spoke with the President of Colombia IvanDuque Mrquez to discuss the latest developments on COVID19 in each of their countries and around the world Read a summary of the call here  The Government of Canada is helping businesses through this extraordinary time  including forprofit notforprofit and charitable enterprises  to ensure that workers across Canada can keep their jobs Learn more  COVID19  RT TCSSDC Are you a Canadian manufacturer or business that can help Canada meet its need for COVID19 medical supplies We want to hear Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  RT HHSGov As part of the CARES Act HHS is distributing 175 billion to healthcare providers caring for COVID19 patients SecAzar break PublicHealthReports has announced a Call for Papers on COVID19 inviting publichealth practitioners and academic researchers to share challenges lessons learned and opportunities for public health practice Learn more here   You can help slow the spread of COVID19 Practice socialdistancing Keep at least six feet of physical distance between yourself and others Wear a cloth face covering when out for essential trips More tips at   I saw this as a great opportunity to be more on the front lines said Jill Brown a CDC Health Communication Specialist who was a part of the first wave of responders that helped screen passengers for COVID19 at San Francisco International Airport   Between March 11 and May 2 a total of 32107 people died in New York City NYC Dept of Health and Mental Hygiene data showed more than 18879 COVID19 laboratoryconfirmed or probable COVID19associated deaths See analysis in CDCMMWR   Californias arriving traveler monitoring for COVID19 was limited by poor quality of received traveler data high volume of travelers amp asymptomatic transmission Read more about lessons learned in this CDCMMWR   Caring for someone with COVID19 Prevent your own illness by practicing everyday preventive actions Clean hands often avoid touching your face with unwashed hands limit contact with anyone who is sick amp frequently clean and disinfect surfaces More   COVID19 caregivers A person who is sick with COVID19 should wear a cloth face covering if possible to help prevent the virus from spreading to others Learn more about how to care for someone who is sick   If you have chronic lung disease or asthma you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to protect yourself and slow the spread at  COVID19  This PoliceWeek we would like to thank all members of the law enforcement community for their hard work and sacrifice to keep Canada safe and secure especially during COVID19  RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt,2
14-05-2020,1210,89,Increase the spread of COVID19,13-05-2020, Over the past few weeks the Government of Canada has unveiled a number of measures to help businesses stay afloat during the COVID19 crisis including targeted support for regional businesses Learn more about the Regional Relief and Recovery Fund   Students and new grads who are unable to find work due to COVID19 will be able to apply for the Canada Emergency Student Benefit starting Friday Learn more about eligibility and how you can apply   Today Prime Minister Justin Trudeau spoke with the Prime Minister of Saint Lucia Allen Chastanet to discuss the latest developments in the COVID19 pandemic in each of their countries and around the world Read a summary of the call here  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Updated on May 13 Reported US cases of COVID19 are now close to 14 million 28 states report 10000 cases New interactive charts show cases by race and ethnicity   RT SurgeonGeneral One more important point about COVID19 and face coverings data suggests many people who have coronavirus are asympt Get advice on how to care for someone at home who either has or may have COVID19 If you have additional questions visit   If one piece of PPE saves someones life mission accomplished said Rusty Enscore a CDC Health Scientist who led the inventory effort CDC shared 9 tons of protective gear with COVID19 responders Read more   CDC experts joined doximity in a new QampA to discuss optimizing personal protective equipment PPE healthcare worker safety and systemlevel strains related to COVID19 Read the full interview  The latest COVIDView report shows adults 65 years and older have the highest rates of COVID19associated hospitalizations followed by adults age 50  64 Hospitalization rates are cumulative and will continue to rise with ongoing COVID19 activity   RT NIOSH Providing care to others during COVID19 can lead to stress anxiety fear and other strong emotions CDCgov has tips to help RT SurgeonGeneral Washing your hands remains one of the best ways to prevent the spread of viruses like COVID19 Here are 5 things t RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1169380 people for COVID19 w an average 6 positive overall In recent weeks RT CPHOCanada PHAC is using a crowdsourcing system to track COVID19 across Canada See what fellow Canadians are reporting in your ar RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa RT CPHOCanada  KeepItUp to help stop transmission of COVID19  continue to wash your hands frequently practice PhysicalDistancing RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt,2
16-05-2020,1251,126,Increase the spread of COVID19,15-05-2020, Research staff in Canada are the source of new innovations and ideas that help keep us healthy protect our environment and drive our economy Today PM Trudeau announced funding to help Canadas academic research community during the COVID19 pandemic   Business owners the Canada Emergency Wage Subsidy will be extended by another three months to the end of August If youre a business owner or a worker the Government of Canada is here for you now and throughout the summer Learn more  COVID19  RT FinanceCanada We have extended the Canada Emergency Wage Subsidy CEWS to help more workers affected by COVID19  Learn more https Today Prime Minister Justin Trudeau spoke with Prime Minister BorisJohnson of the United Kingdom to discuss the COVID19 pandemic response Read a summary of the call here  Today Prime Minister Justin Trudeau announced funding to help Canadas academic research community during the COVID19 pandemic Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Attention postsecondary students and recent grads If youre ineligible for the CERB or EI and youre unable to work due to COVID19 you can apply for the Canada Emergency Student Benefit today More info   Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers on continued efforts to address the impacts of COVID19 Read a summary of the call here  The latest CDC COVIDView report shows the percentage of visits to doctors offices and ERs for illnesses likely related to COVID19 are declining nationally likely in part a result of widespread efforts to slow the spread of COVID19   Criminals often take advantage of world events such as COVID19 If you think youre a victim of a scam or attempted fraud involving COVID19 contact the National Center for Disaster Fraud hotline by phone at 18667205721 or email at disasterleogov  Most people with COVID19 can recover at home Take special steps to care for someone who is sick at home and help keep the rest of your household healthy too For additional advice visit   RT HHSASH I want to emphasize this message from AAPNews related to COVID    Dont be afraid to take your child If you have signs of a heart attack or stroke while staying at home during COVID19 call 911 right away Emergency responders and emergency departments have plans in place to help protect you from COVID19 Learn more   RT SurgeonGeneral Mental illness is more common than you might think Learn how to protect your MentalHealth during COVID19 amp beyond Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   RT NIOSH Whether you are going into work or teleworking COVID19 has probably changed the way you work Fear and anxiety about this dise CDC tracks 12 different forecasting models of possible COVID19 deaths in the US As of May 11 all forecast an increase in deaths in the coming weeks and a cumulative total exceeding 100000 by June 1 See national amp state forecasts   RT CPHOCanada 13 Health Canada GovCanHealth has authorized the first COVID19 serological test that will enable labs in Canada to test If youre a Canadian manufacturer or business that can assist Canada in meeting the need for medical supplies during COVID19 your help is neededFor more info ,1
21-05-2020,1201,190,Increase the spread of COVID19,20-05-2020, The Canada Emergency Commercial Rent Assistance program will provide rent relief to small businesses while helping property owners maintain rental income during the COVID19 pandemic Learn more   Today Prime Minister Justin Trudeau spoke with the Prime Minister of Barbados and current Chair of CARICOM MiaAmorMottley to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau announced that application documents and updated criteria for Canada Emergency Commercial Rent Assistance for small businesses are now available Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  CDC has new info to help camps youth sports K12 schools amp higher ed and restaurants amp bars operate during COVID19 These materials emphasize the importance of working w local health officials to make decisions amp help prevent spread of COVID19 See   Updated on May 20 More than 15 million cases of COVID19 have been reported in the US 29 states report 10000 cases You can now find the number of cases by age group   Handwashing is one of the best ways to protect yourself and your family from getting sick Learn when and how you should wash your hands to stay healthy  COVID19  Meet CDC Health Communication Specialist Jill Brown who was part of the first wave of CDC responders helping screen passengers arriving at San Francisco International Airport for COVID19 Read more about her experience   Getting takeout while slowing the spread of COVID19 Order amp pay online or by phone accept takeout without inperson contact if possible stay 6 feet away from others amp wash your hands with soap amp water after bringing home your food   Everyone reacts differently to stressful situations like COVID19 You may feel anxiousness anger sadness or overwhelmed If you or a loved one is feeling overwhelmed get support 247 by calling 18009855990 or text TalkWithUs to 66746 Learn more   RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa RT Transportgc If you are flying within or outside of Canada you will be subjected to COVID19 measures such as a health check before RT CanadianPM Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa htt Text email or call to check in with your neighbours who might be at a higher risk Offer to get them food or supplies they might need COVID19  ,2
28-05-2020,993,121,Increase the spread of COVID19,27-05-2020, Today Prime Minister Justin Trudeau spoke with the President of Haiti Jovenel Mose to discuss the latest developments in the COVID19 pandemic Read a summary of the call here  RT SafetyCanada Learn about the different forms of phishing and how to protect yourself during COVID19 GetCyberSafe  RT GovCanHealth During this difficult time its important to stay informed through sources you can trust Download the Canada COVID19 a Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Your day to apply for CECRA for small businesses depends on your province or territory Details  COVID19 RT CDCDASH May is MentalHealthMonth Everyone reacts differently to stressful situations including the COVID19 outbreak Parents You Take daily precautions to help prevent the spread of respiratory illnesses like COVID19 Learn how to protect yourself from coronavirus COVID19   CDC offers technical assistance amp resources to help inform state amp local school systems as they work with health officials to make communitybased decisions on opening K12 schools during the COVID19 pandemic   COVID19 affects people in all communities Awardwinning actor and tribal elder Wes Studi offers guidance to tribal communities to help slow the spread of coronavirus or Tsiichin Bii T in the Navajo language   RT CPHOCanada 22 As we target COVID19 testing where the virus is spreading a low  positive keeping lt10 indicates our surveillance RT CPHOCanada 12 To date labs across  have tested 1528239 people for COVID19 w an average 5 positive overall Based on the la RT CPHOCanada We need more volunteers across Canada to help show Canadians where cases of COVID19 are This crowd source network provid RT GetCyberSafe Are you working from home as a result of COVID19Dont leave yourself vulnerable Protect yourself and your organizati RT GovCanHealth It can be really hard for kids to understand why they have to stayhome and practice physicaldistancing during COVID19 RT Transportgc Canadians are advised to avoid all nonessential travel Learn more about the risk of getting COVID19 and prevention ht RT GovCanHealth During this difficult time its important to stay informed through sources you can trust Download the Canada COVID19 a RT JusticeCanadaEN Due to COVID19 children amp youth are spending more time on social media so they can interact amp stay in touch with fri Learn about the different forms of phishing and how to protect yourself during COVID19 GetCyberSafe  ,2
01-06-2020,758,1,Increase the spread of COVID19,31-05-2020, Practice social distancing by putting space between yourself and others Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if youre sick to help slow the spread of COVID19 Learn more   RT CDCDirector New in CDCMMWR CDC amp academic partners narrow timeline of when COVID19 limited community transmission likely started in The latest CDC COVIDView report shows that the proportion of death certificates coded as being related to COVID19 decreased for a fifth week from 159 the week before to 98 for the week ending May 23   Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and local provincial or territorial public health authorities  ,1
06-06-2020,722,113,Increase the spread of COVID19,05-06-2020, RT GovCanHealth Many Canadians are facing challenges due to COVID19 The Wellness Together Canada portal is here to help and provide fre RT AccessibleGC The GoC announced COVID19 support for persons with disabilities onetime payment of 600 establishment of a Natio Canadians with disabilities are facing significant challenges because of COVID19 as they work to access essential services and care and provide for their families Learn more about the new supports announced today   Today Prime Minister Justin Trudeau announced support to help Canadians with disabilities deal with extra expenses during the pandemic Learn more  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Yesterday Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with Canadas provincial and territorial premiers on their shared response to the COVID19 pandemic Read a summary of the call here  The latest CDC COVIDView report shows that nationally the percentage of ppl testing positive for COVID19 decreased compared to last week However four regions parts of the Southeast South Central West Coast and Northwest saw slight increases   You asked Can I get COVID19 from food including delivery or restaurant takeout Learn more   Youth sports organizations As you resume activities have you planned what to do if a player visitor or coach gets sick with COVID19 CDC offers tips to protect the health and safety of staff players and visitors involved in youth sports Tips here   Preparing for hurricane season To avoid exposure to COVID19 try home delivery services to buy your disaster supplies If that is not an option for you be sure to take steps to protect your health and the health of others when running essential errands   About one in three adults used household cleaners and disinfectants unsafely to prevent COVID19 such as using bleach on food products and improperly using household cleaners and disinfectants on hands or skin Read more in CDCMMWR   Supporting healthcare providers and patients during amp after the COVID19 pandemic is a CDC priority A new framework can help clinicians amp facilities prioritize necessary healthcare visits for patients whose care should not wait   Its not safe to put a face covering on your pet or use disinfectants not meant for animals The risk of animals spreading COVID19 is considered to be low Protect pets by limiting their contact w people amp other animals outside the household Learn more   RT CDCemergency Providing care to others during COVID19 can lead to stress anxiety fear amp other strong emotions CDCgov has tips to RT CitImmCanada For general resources on COVID19 GovCanHealth has prevention tips including information for travellers without symptom RT GovCanHealth Many Canadians are facing challenges due to COVID19 The Wellness Together Canada portal is here to help and provide fre,1
